asdf_id,access_50k.none.mean,access_50k.none.max,access_50k.none.min,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
0,13.1553480831,74.0,2.0,ADM3,0,0,ETH,ETH-ADM3-50319843B73149203,Nefas Silk,ADM3
1,52.4801867928,285.0,6.0,ADM3,1,1,ETH,ETH-ADM3-50319843B66346631,Bole,ADM3
2,7.01789232278,9.0,5.0,ADM3,2,2,ETH,ETH-ADM3-50319843B66735816,Lideta,ADM3
3,10.2037846331,13.0,7.0,ADM3,3,3,ETH,ETH-ADM3-50319843B41892451,Kirkos,ADM3
4,20.055178237,89.0,8.0,ADM3,4,4,ETH,ETH-ADM3-50319843B77476617,Yeka,ADM3
5,4.61685541472,7.0,2.0,ADM3,5,5,ETH,ETH-ADM3-50319843B16837481,Addis Ketema,ADM3
6,7.34460967242,10.0,5.0,ADM3,6,6,ETH,ETH-ADM3-50319843B90407772,Arada,ADM3
7,9.20610828235,18.0,3.0,ADM3,7,7,ETH,ETH-ADM3-50319843B4369137,Gulele,ADM3
8,170.233279736,445.0,51.0,ADM3,8,8,ETH,ETH-ADM3-50319843B56297539,Adwa,ADM3
9,242.997115732,655.0,28.0,ADM3,9,9,ETH,ETH-ADM3-50319843B39392714,Ahferom,ADM3
10,229.793898644,759.0,63.0,ADM3,10,10,ETH,ETH-ADM3-50319843B79979158,Alaje,ADM3
11,222.589440048,537.0,125.0,ADM3,11,11,ETH,ETH-ADM3-50319843B56628051,Alamata,ADM3
12,333.5819616,729.0,147.0,ADM3,12,12,ETH,ETH-ADM3-50319843B89289947,Asgede Tsimbila,ADM3
13,222.441856734,724.0,36.0,ADM3,13,13,ETH,ETH-ADM3-50319843B56696877,Atsbi Wenberta,ADM3
14,157.874283721,427.0,14.0,ADM3,14,14,ETH,ETH-ADM3-50319843B26980147,Degua Temben,ADM3
15,123.20149492,388.0,0.0,ADM3,15,15,ETH,ETH-ADM3-50319843B91323981,Enderta,ADM3
16,487.548100691,898.0,71.0,ADM3,16,16,ETH,ETH-ADM3-50319843B66424639,Erob,ADM3
17,115.761562176,466.0,0.0,ADM3,17,17,ETH,ETH-ADM3-50319843B35785785,Ganta Afeshum,ADM3
18,166.155605548,790.0,5.0,ADM3,18,18,ETH,ETH-ADM3-50319843B6887943,Gulomekeda,ADM3
19,137.358826644,425.0,19.0,ADM3,19,19,ETH,ETH-ADM3-50319843B33614474,Hawzen,ADM3
20,261.735009841,772.0,14.0,ADM3,20,20,ETH,ETH-ADM3-50319843B91160987,Hintalo Wejirat,ADM3
21,753.969965647,1428.0,251.0,ADM3,21,21,ETH,ETH-ADM3-50319843B53771422,Kafta Humera,ADM3
22,157.995560826,454.0,20.0,ADM3,22,22,ETH,ETH-ADM3-50319843B50251646,Kelete Awelallo,ADM3
23,173.324649742,425.0,64.0,ADM3,23,23,ETH,ETH-ADM3-50319843B7889365,Kola Temben,ADM3
24,302.812574185,627.0,129.0,ADM3,24,24,ETH,ETH-ADM3-50319843B52367372,Laelay Adiyabo,ADM3
25,204.054590434,498.0,77.0,ADM3,25,25,ETH,ETH-ADM3-50319843B94322254,Laelay Maychew,ADM3
26,254.318416623,709.0,107.0,ADM3,26,26,ETH,ETH-ADM3-50319843B66858902,Medebay Zana,ADM3
27,212.721309423,615.0,56.0,ADM3,27,27,ETH,ETH-ADM3-50319843B95539821,Mereb Leke,ADM3
28,268.840483049,540.0,102.0,ADM3,28,28,ETH,ETH-ADM3-50319843B65376644,Naeder Adet,ADM3
29,247.578848103,665.0,104.0,ADM3,29,29,ETH,ETH-ADM3-50319843B18619992,Ofla,ADM3
30,189.24870962,787.0,11.0,ADM3,30,30,ETH,ETH-ADM3-50319843B47538519,Saesie Tsaedaemba,ADM3
31,357.510483843,856.0,28.0,ADM3,31,31,ETH,ETH-ADM3-50319843B73717171,Saharti Samre,ADM3
32,386.378506029,1071.0,100.0,ADM3,32,32,ETH,ETH-ADM3-50319843B27246645,Tahtay Adiyabo,ADM3
33,317.597552838,774.0,122.0,ADM3,33,33,ETH,ETH-ADM3-50319843B81840211,Tahtay Koraro,ADM3
34,198.931210958,510.0,96.0,ADM3,34,34,ETH,ETH-ADM3-50319843B69604460,Tahtay Maychew,ADM3
35,179.676025393,475.0,55.0,ADM3,35,35,ETH,ETH-ADM3-50319843B4534364,Tanqua Abergele,ADM3
36,1002.55841306,1978.0,126.0,ADM3,36,36,ETH,ETH-ADM3-50319843B69134358,Tsegede,ADM3
37,431.147881593,1064.0,119.0,ADM3,37,37,ETH,ETH-ADM3-50319843B49873819,Tselemti,ADM3
38,699.874488342,1489.0,236.0,ADM3,38,38,ETH,ETH-ADM3-50319843B6443053,Welkait,ADM3
39,212.98505511,535.0,32.0,ADM3,39,39,ETH,ETH-ADM3-50319843B40271646,Werei Leke,ADM3
40,219.276114024,661.0,84.0,ADM3,40,40,ETH,ETH-ADM3-50319843B95116444,Endamehoni,ADM3
41,226.651877502,508.0,85.0,ADM3,41,41,ETH,ETH-ADM3-50319843B24255360,Raya Azebo,ADM3
42,342.527076731,887.0,94.0,ADM3,42,42,ETH,ETH-ADM3-50319843B35900220,Ayisha,ADM3
43,355.334443896,995.0,14.0,ADM3,43,43,ETH,ETH-ADM3-50319843B75018793,Erer,ADM3
44,361.906704928,1036.0,44.0,ADM3,44,44,ETH,ETH-ADM3-50319843B4084377,Afdem,ADM3
45,215.712512826,736.0,8.0,ADM3,45,45,ETH,ETH-ADM3-50319843B25609232,Shinile,ADM3
46,23.3819151313,145.0,3.0,ADM3,46,46,ETH,ETH-ADM3-50319843B79935816,Dire Dawa/Town,ADM3
47,271.819887135,811.0,40.0,ADM3,47,47,ETH,ETH-ADM3-50319843B27047798,Aw-bare,ADM3
48,281.822808096,943.0,37.0,ADM3,48,48,ETH,ETH-ADM3-50319843B95769147,Dembel,ADM3
49,558.1100546,1325.0,74.0,ADM3,49,49,ETH,ETH-ADM3-50319843B67306174,Miesso,ADM3
50,161.960326999,671.0,0.0,ADM3,50,50,ETH,ETH-ADM3-50319843B17610384,Jijiga,ADM3
51,276.199397979,646.0,0.0,ADM3,51,51,ETH,ETH-ADM3-50319843B7038884,Dire Dawa,ADM3
52,238.891225473,627.0,29.0,ADM3,52,52,ETH,ETH-ADM3-50319843B93771849,Kebribeyah,ADM3
53,201.589444332,430.0,72.0,ADM3,53,53,ETH,ETH-ADM3-50319843B38586587,Hareshen,ADM3
54,66.1681311806,328.0,0.0,ADM3,54,54,ETH,ETH-ADM3-50319843B91470449,Harar,ADM3
55,127.978129283,441.0,19.0,ADM3,55,55,ETH,ETH-ADM3-50319843B20319618,Gursum,ADM3
56,531.267842537,1110.0,289.0,ADM3,56,56,ETH,ETH-ADM3-50319843B93399224,Dihun,ADM3
57,753.593952086,1224.0,507.0,ADM3,57,57,ETH,ETH-ADM3-50319843B57217945,Geladin,ADM3
58,252.362858516,499.0,21.0,ADM3,58,58,ETH,ETH-ADM3-50319843B8790585,Babile,ADM3
59,412.788561984,1079.0,78.0,ADM3,59,59,ETH,ETH-ADM3-50319843B21825919,Degehabur,ADM3
60,424.555733143,755.0,55.0,ADM3,60,60,ETH,ETH-ADM3-50319843B36532886,Gashamo,ADM3
61,429.149305731,794.0,129.0,ADM3,61,61,ETH,ETH-ADM3-50319843B34040872,Degehamedo,ADM3
62,716.092818754,1703.0,322.0,ADM3,62,62,ETH,ETH-ADM3-50319843B27910727,Danot,ADM3
63,528.102297736,1102.0,115.0,ADM3,63,63,ETH,ETH-ADM3-50319843B23934955,Fik,ADM3
64,999.705909496,1603.0,505.0,ADM3,64,64,ETH,ETH-ADM3-50319843B97561399,Boh,ADM3
65,801.2072498,1182.0,452.0,ADM3,65,65,ETH,ETH-ADM3-50319843B21978279,Hamero,ADM3
66,467.814382712,806.0,243.0,ADM3,66,66,ETH,ETH-ADM3-50319843B64473838,Segeg,ADM3
67,350.739516307,636.0,218.0,ADM3,67,67,ETH,ETH-ADM3-50319843B71422186,Gerbo,ADM3
68,586.018800719,1611.0,223.0,ADM3,68,68,ETH,ETH-ADM3-50319843B85114361,Shekosh,ADM3
69,773.945675136,1703.0,306.0,ADM3,69,69,ETH,ETH-ADM3-50319843B2108963,Warder,ADM3
70,770.654260356,1899.0,272.0,ADM3,70,70,ETH,ETH-ADM3-50319843B46994934,Kebridehar,ADM3
71,678.65974269,1184.0,388.0,ADM3,71,71,ETH,ETH-ADM3-50319843B76366092,Shilabo,ADM3
72,782.974019893,1497.0,337.0,ADM3,72,72,ETH,ETH-ADM3-50319843B3112810,Goro Baqaqsa,ADM3
73,765.34663658,1556.0,419.0,ADM3,73,73,ETH,ETH-ADM3-50319843B91444395,Serer/Elkere,ADM3
74,860.468290201,1686.0,373.0,ADM3,74,74,ETH,ETH-ADM3-50319843B13144835,Debeweyin,ADM3
75,860.15882417,1646.0,433.0,ADM3,75,75,ETH,ETH-ADM3-50319843B19585855,Gode,ADM3
76,699.311085062,1340.0,430.0,ADM3,76,76,ETH,ETH-ADM3-50319843B43221614,Kelafo,ADM3
77,637.301739436,1009.0,336.0,ADM3,77,77,ETH,ETH-ADM3-50319843B24496675,Mustahil,ADM3
78,793.925207945,1643.0,349.0,ADM3,78,78,ETH,ETH-ADM3-50319843B12840295,Bare,ADM3
79,684.886562743,1394.0,401.0,ADM3,79,79,ETH,ETH-ADM3-50319843B12158294,Chereti/Weyib,ADM3
80,685.991116387,1051.0,340.0,ADM3,80,80,ETH,ETH-ADM3-50319843B3684271,Ferfer,ADM3
81,922.458570595,1675.0,518.0,ADM3,81,81,ETH,ETH-ADM3-50319843B82610021,Afder,ADM3
82,761.865443057,1227.0,390.0,ADM3,82,82,ETH,ETH-ADM3-50319843B6264277,Dolobay,ADM3
83,662.308261137,1482.0,362.0,ADM3,83,83,ETH,ETH-ADM3-50319843B10235770,Moyale,ADM3
84,773.272424743,1345.0,404.0,ADM3,84,84,ETH,ETH-ADM3-50319843B2667105,Dolo Odo,ADM3
85,558.939681721,888.0,288.0,ADM3,85,85,ETH,ETH-ADM3-50319843B35269151,Lagahida,ADM3
86,372.738184901,713.0,104.0,ADM3,86,86,ETH,ETH-ADM3-50319843B89338537,Meyumuluka,ADM3
87,686.728154327,969.0,452.0,ADM3,87,87,ETH,ETH-ADM3-50319843B57572151,Selahad,ADM3
88,504.835621138,1026.0,296.0,ADM3,88,88,ETH,ETH-ADM3-50319843B83804447,Guradamole,ADM3
89,794.355655183,1551.0,419.0,ADM3,89,89,ETH,ETH-ADM3-50319843B31439756,West Imi,ADM3
90,746.923488,1279.0,458.0,ADM3,90,90,ETH,ETH-ADM3-50319843B87620761,Adadle,ADM3
91,574.963330186,1087.0,292.0,ADM3,91,91,ETH,ETH-ADM3-50319843B65198208,Hudet,ADM3
92,755.949408254,1734.0,349.0,ADM3,92,92,ETH,ETH-ADM3-50319843B40128180,Filtu,ADM3
93,660.188311864,1474.0,318.0,ADM3,93,93,ETH,ETH-ADM3-50319843B63957868,East Imi,ADM3
94,715.490743703,1451.0,295.0,ADM3,94,94,ETH,ETH-ADM3-50319843B63130967,Denan,ADM3
95,533.14965317,913.0,233.0,ADM3,95,95,ETH,ETH-ADM3-50319843B49149688,Gunagado,ADM3
96,351.303786793,791.0,113.0,ADM3,96,96,ETH,ETH-ADM3-50319843B34659573,Aware,ADM3
97,809.608078291,1163.0,329.0,ADM3,97,97,ETH,ETH-ADM3-50319843B95723904,Wantawo,ADM3
98,730.608240215,1100.0,230.0,ADM3,98,98,ETH,ETH-ADM3-50319843B20538871,Akobo,ADM3
99,827.389978769,1207.0,405.0,ADM3,99,99,ETH,ETH-ADM3-50319843B52469467,Jikawo,ADM3
100,709.64637876,1303.0,390.0,ADM3,100,100,ETH,ETH-ADM3-50319843B80478908,Lare,ADM3
101,822.671627253,1134.0,460.0,ADM3,101,101,ETH,ETH-ADM3-50319843B71692133,Gambella Wild Life Reserve,ADM3
102,925.591376378,1758.0,344.0,ADM3,102,102,ETH,ETH-ADM3-50319843B88658538,Itang,ADM3
103,943.65425798,3298.0,273.0,ADM3,103,103,ETH,ETH-ADM3-50319843B15288353,Gambela Zuria,ADM3
104,705.361809164,1201.0,324.0,ADM3,104,104,ETH,ETH-ADM3-50319843B77801108,Jore,ADM3
105,1392.97502605,3819.0,612.0,ADM3,105,105,ETH,ETH-ADM3-50319843B18037010,Abobo,ADM3
106,847.07470446,2048.0,406.0,ADM3,106,106,ETH,ETH-ADM3-50319843B53874472,Gog,ADM3
107,1672.13347111,3819.0,353.0,ADM3,107,107,ETH,ETH-ADM3-50319843B31478010,Mengesh,ADM3
108,557.59935862,1319.0,199.0,ADM3,108,108,ETH,ETH-ADM3-50319843B38667752,Godere,ADM3
109,1362.03748065,3068.0,337.0,ADM3,109,109,ETH,ETH-ADM3-50319843B10933001,Dima,ADM3
110,685.028550747,2020.0,91.0,ADM3,110,110,ETH,ETH-ADM3-50319843B73104167,Guba,ADM3
111,1583.89062049,1994.0,1092.0,ADM3,111,111,ETH,ETH-ADM3-50319843B20757427,Pawe Special,ADM3
112,1455.6562817,2876.0,409.0,ADM3,112,112,ETH,ETH-ADM3-50319843B61547062,Dangura,ADM3
113,1154.93813186,1842.0,457.0,ADM3,113,113,ETH,ETH-ADM3-50319843B10471549,Mandura,ADM3
114,891.274709896,1797.0,459.0,ADM3,114,114,ETH,ETH-ADM3-50319843B754915,Dibat,ADM3
115,969.78182514,1796.0,420.0,ADM3,115,115,ETH,ETH-ADM3-50319843B96744984,Bulen,ADM3
116,752.768026806,1489.0,286.0,ADM3,116,116,ETH,ETH-ADM3-50319843B67243070,Yaso,ADM3
117,632.370777106,1368.0,309.0,ADM3,117,117,ETH,ETH-ADM3-50319843B25234031,Wenbera,ADM3
118,569.361506029,1468.0,56.0,ADM3,118,118,ETH,ETH-ADM3-50319843B71562004,Bio Jiganifado,ADM3
119,612.5653028,1392.0,95.0,ADM3,119,119,ETH,ETH-ADM3-50319843B42057437,Kamashi,ADM3
120,959.693917498,1511.0,385.0,ADM3,120,120,ETH,ETH-ADM3-50319843B44858060,Agalometi,ADM3
121,115.66416192,196.0,86.0,ADM3,121,121,ETH,ETH-ADM3-50319843B2659693,Bio Jiganifado,ADM3
122,608.97044358,1392.0,161.0,ADM3,122,122,ETH,ETH-ADM3-50319843B38778178,Sirba Abay,ADM3
123,603.187563776,1311.0,232.0,ADM3,123,123,ETH,ETH-ADM3-50319843B89810070,Bilidigilu,ADM3
124,468.451203863,852.0,106.0,ADM3,124,124,ETH,ETH-ADM3-50319843B44471006,Sherkole,ADM3
125,459.304803171,818.0,259.0,ADM3,125,125,ETH,ETH-ADM3-50319843B55804333,Menge,ADM3
126,542.768289832,1181.0,306.0,ADM3,126,126,ETH,ETH-ADM3-50319843B61683049,Homosha,ADM3
127,601.923154956,1233.0,116.0,ADM3,127,127,ETH,ETH-ADM3-50319843B49517490,Kurmuk,ADM3
128,697.576661605,1284.0,264.0,ADM3,128,128,ETH,ETH-ADM3-50319843B37459256,Assosa,ADM3
129,1008.23035219,2086.0,292.0,ADM3,129,129,ETH,ETH-ADM3-50319843B23861221,Maokomo Special,ADM3
130,527.95127593,1147.0,251.0,ADM3,130,130,ETH,ETH-ADM3-50319843B65378847,Bambasi,ADM3
131,707.62474573,1842.0,49.0,ADM3,131,131,ETH,ETH-ADM3-50319843B63492066,Debub Achefer,ADM3
132,699.432112012,1285.0,91.0,ADM3,132,132,ETH,ETH-ADM3-50319843B34319365,Albuko,ADM3
133,950.717941087,1673.0,108.0,ADM3,133,133,ETH,ETH-ADM3-50319843B67190274,Alfa,ADM3
134,520.850537015,1261.0,61.0,ADM3,134,134,ETH,ETH-ADM3-50319843B3364378,Ambasel,ADM3
135,291.398472559,774.0,7.0,ADM3,135,135,ETH,ETH-ADM3-50319843B64379927,Aneded,ADM3
136,401.600296779,1133.0,12.0,ADM3,136,136,ETH,ETH-ADM3-50319843B12809181,Angolelana Tera,ADM3
137,341.377484304,876.0,110.0,ADM3,137,137,ETH,ETH-ADM3-50319843B84903422,Ankasha,ADM3
138,650.847529489,1333.0,26.0,ADM3,138,138,ETH,ETH-ADM3-50319843B80979194,Ankober,ADM3
139,588.924124389,1295.0,129.0,ADM3,139,139,ETH,ETH-ADM3-50319843B35982567,Antsokiya,ADM3
140,899.693218767,1447.0,389.0,ADM3,140,140,ETH,ETH-ADM3-50319843B45340795,Argoba,ADM3
141,1233.59114616,1550.0,727.0,ADM3,141,141,ETH,ETH-ADM3-50319843B87782118,Assagirt,ADM3
142,363.517010419,1053.0,23.0,ADM3,142,142,ETH,ETH-ADM3-50319843B61415989,Awabel,ADM3
143,163.125250639,933.0,2.0,ADM3,143,143,ETH,ETH-ADM3-50319843B73526936,Bahirdar Zuria,ADM3
144,217.620356901,618.0,101.0,ADM3,144,144,ETH,ETH-ADM3-50319843B37264310,Banja,ADM3
145,311.253131672,781.0,13.0,ADM3,145,145,ETH,ETH-ADM3-50319843B17578553,Baso Liben,ADM3
146,509.338186148,1501.0,59.0,ADM3,146,146,ETH,ETH-ADM3-50319843B17056595,Bati,ADM3
147,630.839443088,1240.0,214.0,ADM3,147,147,ETH,ETH-ADM3-50319843B24355322,Berehet,ADM3
148,1142.46231884,2075.0,191.0,ADM3,148,148,ETH,ETH-ADM3-50319843B17577536,Beyeda,ADM3
149,347.694172127,774.0,37.0,ADM3,149,149,ETH,ETH-ADM3-50319843B46664594,Bibugn,ADM3
150,526.651578508,1070.0,169.0,ADM3,150,150,ETH,ETH-ADM3-50319843B76316907,Bugna,ADM3
151,239.89129062,517.0,82.0,ADM3,151,151,ETH,ETH-ADM3-50319843B33939457,Bure,ADM3
152,300.579445312,961.0,54.0,ADM3,152,152,ETH,ETH-ADM3-50319843B9162301,Dewa Cheffa,ADM3
153,436.610318504,1209.0,57.0,ADM3,153,153,ETH,ETH-ADM3-50319843B24452483,Chilga,ADM3
154,328.655877734,1350.0,56.0,ADM3,154,154,ETH,ETH-ADM3-50319843B78449711,Dabat,ADM3
155,422.994773334,1072.0,63.0,ADM3,155,155,ETH,ETH-ADM3-50319843B7133556,Dangila,ADM3
156,503.752477243,1118.0,157.0,ADM3,156,156,ETH,ETH-ADM3-50319843B41515616,Dawunt,ADM3
157,704.158242428,1630.0,86.0,ADM3,157,157,ETH,ETH-ADM3-50319843B80708829,Debark,ADM3
158,510.956663488,1013.0,32.0,ADM3,158,158,ETH,ETH-ADM3-50319843B40663543,Debay Telatgen,ADM3
159,353.810494016,838.0,26.0,ADM3,159,159,ETH,ETH-ADM3-50319843B64048030,Debre Elias,ADM3
160,633.868404402,1185.0,168.0,ADM3,160,160,ETH,ETH-ADM3-50319843B47057898,Debresina,ADM3
161,469.324365174,1151.0,47.0,ADM3,161,161,ETH,ETH-ADM3-50319843B86444673,Dega Damot,ADM3
162,357.944414645,820.0,140.0,ADM3,162,162,ETH,ETH-ADM3-50319843B28841602,Dehana,ADM3
163,217.303640655,646.0,44.0,ADM3,163,163,ETH,ETH-ADM3-50319843B61087912,Dejen,ADM3
164,543.363112353,1501.0,87.0,ADM3,164,164,ETH,ETH-ADM3-50319843B59727443,Delanta,ADM3
165,245.715061537,662.0,34.0,ADM3,165,165,ETH,ETH-ADM3-50319843B42762909,Dembecha,ADM3
166,135.845512309,513.0,39.0,ADM3,166,166,ETH,ETH-ADM3-50319843B77755582,Dembia,ADM3
167,252.568363149,918.0,19.0,ADM3,167,167,ETH,ETH-ADM3-50319843B47742137,Dera,ADM3
168,260.457362499,1126.0,0.0,ADM3,168,168,ETH,ETH-ADM3-50319843B25587335,Dessie Zuria,ADM3
169,424.695512055,1072.0,68.0,ADM3,169,169,ETH,ETH-ADM3-50319843B40348176,East Esite,ADM3
170,826.184231295,1500.0,250.0,ADM3,170,170,ETH,ETH-ADM3-50319843B66145460,East Belesa,ADM3
171,477.089792974,1213.0,91.0,ADM3,171,171,ETH,ETH-ADM3-50319843B54780748,Ebenat,ADM3
172,462.626264432,1001.0,69.0,ADM3,172,172,ETH,ETH-ADM3-50319843B71840622,Eferatana Gidem,ADM3
173,471.706943376,989.0,51.0,ADM3,173,173,ETH,ETH-ADM3-50319843B31203716,Enarj Enawga,ADM3
174,365.246025428,1010.0,126.0,ADM3,174,174,ETH,ETH-ADM3-50319843B96673454,Enbise Sar Midir,ADM3
175,223.406879641,806.0,55.0,ADM3,175,175,ETH,ETH-ADM3-50319843B58129957,Enemay,ADM3
176,321.191696305,650.0,82.0,ADM3,176,176,ETH,ETH-ADM3-50319843B96235103,Fagta Lakoma,ADM3
177,365.119335913,935.0,89.0,ADM3,177,177,ETH,ETH-ADM3-50319843B13140839,Farta,ADM3
178,267.211492214,716.0,39.0,ADM3,178,178,ETH,ETH-ADM3-50319843B19346111,Fogera,ADM3
179,327.844436853,801.0,131.0,ADM3,179,179,ETH,ETH-ADM3-50319843B55006525,Gaz Gibla,ADM3
180,945.453071833,1761.0,162.0,ADM3,180,180,ETH,ETH-ADM3-50319843B56826906,Menz Gera Midir,ADM3
181,394.346111801,961.0,164.0,ADM3,181,181,ETH,ETH-ADM3-50319843B48748491,Gidan,ADM3
182,1105.72425026,1736.0,297.0,ADM3,182,182,ETH,ETH-ADM3-50319843B47370703,Gishe Rabel,ADM3
183,455.239582136,1019.0,99.0,ADM3,183,183,ETH,ETH-ADM3-50319843B52648144,Goncha Siso Enese,ADM3
184,140.91368413,384.0,0.0,ADM3,184,184,ETH,ETH-ADM3-50319843B24083948,Gonder Zuria,ADM3
185,1070.69964408,1585.0,438.0,ADM3,185,185,ETH,ETH-ADM3-50319843B80857237,Gonje,ADM3
186,247.313920054,516.0,93.0,ADM3,186,186,ETH,ETH-ADM3-50319843B38608661,Guagusa Shikudad,ADM3
187,631.883785831,1292.0,133.0,ADM3,187,187,ETH,ETH-ADM3-50319843B66240433,Guangua,ADM3
188,638.590842905,1491.0,106.0,ADM3,188,188,ETH,ETH-ADM3-50319843B25254295,Guba Lafto,ADM3
189,306.664214807,879.0,0.0,ADM3,189,189,ETH,ETH-ADM3-50319843B74070090,Guzamn,ADM3
190,325.749136052,802.0,75.0,ADM3,190,190,ETH,ETH-ADM3-50319843B24765732,Habru,ADM3
191,596.598337023,1438.0,50.0,ADM3,191,191,ETH,ETH-ADM3-50319843B15302121,Hagere Mariam,ADM3
192,319.436818337,871.0,40.0,ADM3,192,192,ETH,ETH-ADM3-50319843B7484367,Hulet Ej Enese,ADM3
193,384.602333943,1093.0,49.0,ADM3,193,193,ETH,ETH-ADM3-50319843B30927886,Jabi Tehnan,ADM3
194,313.198514168,836.0,97.0,ADM3,194,194,ETH,ETH-ADM3-50319843B38560379,Jama,ADM3
195,1280.52500176,1938.0,207.0,ADM3,195,195,ETH,ETH-ADM3-50319843B39263776,Janamora,ADM3
196,1381.6616785,2626.0,463.0,ADM3,196,196,ETH,ETH-ADM3-50319843B53520998,Jawi,ADM3
197,410.860845834,1074.0,71.0,ADM3,197,197,ETH,ETH-ADM3-50319843B74307921,Jille Timuga,ADM3
198,301.886633047,854.0,28.0,ADM3,198,198,ETH,ETH-ADM3-50319843B85980479,Kalu,ADM3
199,449.6343074,996.0,102.0,ADM3,199,199,ETH,ETH-ADM3-50319843B59415361,Kelela,ADM3
200,399.856747284,1090.0,47.0,ADM3,200,200,ETH,ETH-ADM3-50319843B6678273,Kewet,ADM3
201,780.144465526,1229.0,158.0,ADM3,201,201,ETH,ETH-ADM3-50319843B98472106,Menz Keya Gabriel,ADM3
202,260.249946582,849.0,33.0,ADM3,202,202,ETH,ETH-ADM3-50319843B31153566,Kutaber,ADM3
203,338.89488519,961.0,162.0,ADM3,203,203,ETH,ETH-ADM3-50319843B9021281,Lasta,ADM3
204,280.632564773,661.0,24.0,ADM3,204,204,ETH,ETH-ADM3-50319843B48161314,Lay Armacho,ADM3
205,588.825346795,1357.0,128.0,ADM3,205,205,ETH,ETH-ADM3-50319843B14844927,Lay Gayint,ADM3
206,337.156170292,1322.0,60.0,ADM3,206,206,ETH,ETH-ADM3-50319843B88960558,Legambo,ADM3
207,424.585897057,733.0,138.0,ADM3,207,207,ETH,ETH-ADM3-50319843B64662495,Legehida,ADM3
208,205.399202258,780.0,57.0,ADM3,208,208,ETH,ETH-ADM3-50319843B61126134,Libo Kemkem,ADM3
209,379.131208314,1206.0,24.0,ADM3,209,209,ETH,ETH-ADM3-50319843B221587,Mecha,ADM3
210,631.131571408,1380.0,158.0,ADM3,210,210,ETH,ETH-ADM3-50319843B3094716,Mehal Sayint,ADM3
211,1010.88442658,2115.0,173.0,ADM3,211,211,ETH,ETH-ADM3-50319843B38998645,Mekdela,ADM3
212,504.760661805,1217.0,152.0,ADM3,212,212,ETH,ETH-ADM3-50319843B61278912,Meket,ADM3
213,293.998394466,894.0,77.0,ADM3,213,213,ETH,ETH-ADM3-50319843B79094598,Menz Lalo Midir,ADM3
214,417.075345614,1011.0,58.0,ADM3,214,214,ETH,ETH-ADM3-50319843B53561801,Menz Mama Midir,ADM3
215,465.41703928,957.0,82.0,ADM3,215,215,ETH,ETH-ADM3-50319843B91256577,Merahbete,ADM3
216,709.152133702,1714.0,112.0,ADM3,216,216,ETH,ETH-ADM3-50319843B91312658,Metema,ADM3
217,259.570337463,675.0,17.0,ADM3,217,217,ETH,ETH-ADM3-50319843B85062491,Michakel,ADM3
218,332.29508062,614.0,129.0,ADM3,218,218,ETH,ETH-ADM3-50319843B88506136,Mimo Weremo,ADM3
219,326.716871464,656.0,77.0,ADM3,219,219,ETH,ETH-ADM3-50319843B9926398,Minjar Shenkora,ADM3
220,1247.66487991,2024.0,298.0,ADM3,220,220,ETH,ETH-ADM3-50319843B41165078,Mirab Armacho,ADM3
221,625.249247517,1232.0,33.0,ADM3,221,221,ETH,ETH-ADM3-50319843B71614360,Mojan Wedera,ADM3
222,379.733222783,1011.0,47.0,ADM3,222,222,ETH,ETH-ADM3-50319843B26132876,Moretna Jiru,ADM3
223,1076.40003341,2143.0,185.0,ADM3,223,223,ETH,ETH-ADM3-50319843B74868073,Quara,ADM3
224,1107.73834743,1796.0,408.0,ADM3,224,224,ETH,ETH-ADM3-50319843B1504977,Quarit,ADM3
225,693.195024185,1529.0,225.0,ADM3,225,225,ETH,ETH-ADM3-50319843B25108864,Sahla,ADM3
226,1203.91028959,2080.0,192.0,ADM3,226,226,ETH,ETH-ADM3-50319843B88227847,Sayint,ADM3
227,443.149388943,1247.0,120.0,ADM3,227,227,ETH,ETH-ADM3-50319843B74509356,Sekela,ADM3
228,361.284068355,1488.0,30.0,ADM3,228,228,ETH,ETH-ADM3-50319843B18521240,Semen Achefer,ADM3
229,332.66345175,955.0,8.0,ADM3,229,229,ETH,ETH-ADM3-50319843B64900620,Senan,ADM3
230,307.580328777,672.0,66.0,ADM3,230,230,ETH,ETH-ADM3-50319843B4898824,Shebel Bereta,ADM3
231,552.646973362,1228.0,111.0,ADM3,231,231,ETH,ETH-ADM3-50319843B13891285,Simada,ADM3
232,293.088632855,822.0,34.0,ADM3,232,232,ETH,ETH-ADM3-50319843B31240861,Siya Debirna Wayu,ADM3
233,693.902726965,1513.0,52.0,ADM3,233,233,ETH,ETH-ADM3-50319843B44030016,Tach Armacho,ADM3
234,882.373802829,1363.0,296.0,ADM3,234,234,ETH,ETH-ADM3-50319843B11034617,Tach Gayint,ADM3
235,1060.36485882,1936.0,78.0,ADM3,235,235,ETH,ETH-ADM3-50319843B54161913,Takusa,ADM3
236,340.552513031,1214.0,33.0,ADM3,236,236,ETH,ETH-ADM3-50319843B77456021,Tarema Ber,ADM3
237,747.422763259,1658.0,64.0,ADM3,237,237,ETH,ETH-ADM3-50319843B67489313,Tenta,ADM3
238,169.490851299,430.0,36.0,ADM3,238,238,ETH,ETH-ADM3-50319843B52314375,Thehulederie,ADM3
