IncidentDate,Time,MGRS,Latitude,Longitude,Adm2,Adm0,Explosion?,ExplosionType,Attacks?,IncidentType,GroupInitiating,Targets,IncidentCategory,Description,DeathCount,InjuredCount,CivilianInjuries?,Within5km?,Source,Adm1,ConflictOrCrimeOriented
8/21/2023,,37PDM4567478577,10.661343,38.503274,Wegidi,Amhara,No,,Yes,Armed Clash,FANO & ENDF,,Crime,"local sources reported that In west wollo zone ,Wegde area fighting between Fano and ENDF has been ongoing for the last three days and it is causing damages to both sides and also civilians.",0,0,No,No,Local sources,West wollo,conflict oriented
8/21/2023,,37PDM1229956268,10.45896,38.198655,,Amhara,No,,Yes,Armed Clash,UAG,,Crime,"Acording to local sources Fighting continued in Bichena town of East Gojjam zone. As the fighting was taking place in the city , high number of civilian casualties reported.",0,unknown,Yes,No,Local sources,East Gojjam,conflict oriented
8/21/2023,,37PEM9436860178,10.494155,39.862364,Majete,Amhara,No,,Yes,Armed Clash,FANO & ENDF,,Crime,Local sources reported that there is ongoing conflict between FANO and ENDF forces at Majete.,0,0,No,No,Local sources,North Shewa,conflict oriented
8/20/2023,,37PCN2384182049,11.593015,37.38436,Bahir Dar,Amhara,Yes,,Yes,Armed Clash,Unidentified,Unclear,Explosive/Remote Violence,"In the evening hours of August 20th, explosions were heard near the municipal office of the BahirDar City Administration. The extent of causalities and injuries is still unknown.",Unknown,Unknown,Yes,No,,Bahirdar,conflict oriented
8/18/2023,,37PCL7374940935,9.414951,37.850103,west shewa,Oromia,No,,Yes,Armed Clash,ENDF & OLA,Military action against OLA,Crime,"On august 19th, Addis Maleda reported that the Ethiopian government is partnering with the community to counter OLA militant group attacks and apprehend destabilizing members. Military action was taken against OLA armed groups in the Oromia region's West Shewa Zone, resulting in the seizure of a substantial cache of weapons",0,0,No,No,Addis Maleda,West shewa,conflict oriented
8/16/2023,,37PEM0585792879,10.791074,39.053581,Genete,Amhara,No,,Yes,Armed Clash,ENDF & FANO,,Crime,"Today, sources reported that armed clashes have erupted between the government security forces and the Fano force in the Doba locality near Genete town Administration of South Wollo Zone in the Amhara Region. As a result, the route linking Mekaneselam and Dessie was Closed. It is worth noting that the road had been open for a few days after a week-long closure due to unstable security conditions in the area.",0,0,No,No,,South Wollo,Conflict oirented
8/13/2023,,37PCM0970681160,10.680248,37.260181,Finote Selam,Amhara,Yes,Drone,Yes,Drone Strike,ENDF,,Explosive/Remote Violence,"On August 14 BBC, and CNN, News reported that Air strike kills at least 26 in Finote Selam town. According to eyewitnesses report 50 people were also injured as a result of this strike.",26,50,Yes,No,"BBC, CNN",West Gojjam,Conflict oriented
8/12/2023,,37PBL3981557826,9.56151,36.62971,Anger Gutin,oromia,No,,No,Arrests,Unidentified,Residents,Crime,"On August 12 Addis Maleda reported that in Anger Gutin town, located in the Gida Ayana Woreda of East Wolega zone, residents have experienced identity-based beatings, mass arrests, and robberies.",0,0,No,No,Addis Maleda,Oromia,crime oriented
8/11/2023,,37NCG4058565955,6.022984,37.55963,Arbaminch,SNNPR,No,,No,Protest,Residents,,Demonstration,"VOA amharic reported that the process of selecting and designing the capital cities for the newly formed 12th region has led to tensions in Arba Minch, SNNPR. Residents told the media that residents look down and business were shut down for three consecutive days in protest to the regional capital city's designation.",0,0,No,No,VOA,Arbaminch,Unknown
8/7/2023,,37PEL5760769725,9.676821,39.525117,Debrebirhan,Amhara,No,,Yes,Armed Clash,ENDF & FANO,,Crime,"There have been reports of ongoing clashes between government security forces and the Fano Forces in various parts of the Amhara Region. Specifically, new confrontations in Debrebirhan town and its outskirt.",0,0,No,No,,North Shew,conflict oriented
8/3/2023,,37PEP0517130410,12.034875,39.047511,,Amhara,No,,Yes,Armed Clash,ENDF & FANO,,Crime,Aug 2nd: Wazema Radio reported the ongoing clashes between ENDF and Fano in Kobo and Lalibela of North Wollo of Amhara Region.,0,0,No,No,Wazema Radio,N. Wollo,conflict oriented
8/3/2023,,37PEP6904143607,12.153499,39.634573,,Amhara,No,,Yes,Armed Clash,ENDF & FANO,,Crime,"On August 2 DW Amharic, clashes have escalated between ENDF and Fano forces in various areas of the Amhara Region, including Kobo, the Gazgibla Woreda in the North Wollo Zone, resulting in fatalities and injuries.",0,0,No,No,DW Amharic,N.wollo,conflict oriented
8/3/2023,,37PCP3263595768,12.621478,37.459107,,Amhara,No,,Yes,Armed Clash,ENDF & FANO,,Crime,"On August 2 DW Amharic, clashes have escalated between ENDF and Fano forces in various areas of the Amhara Region, including Gnder town Kebelle 18 and airport area, resulting in fatalities and injuries.",Unknown,Unknown,Yes,No,DW Amharic,N. Gonder,conflict oriented
8/3/2023,,37PCM6110742313,10.331256,37.73147,,Amhara,No,,Yes,Armed Clash,ENDF & FANO,,Crime,"On August 2 DW Amharic, clashes have escalated between ENDF and Fano forces in various areas of the Amhara Region, East Gojjam debremarkos town , resulting in fatalities and injuries.",Unknown,Unknown,Yes,No,DW Amharic,East Gojjam,conflict oriented
8/3/2023,,37PCN2309482103,11.593463,37.377504,Bahir Dar,Amhara,No,,Yes,Armed Clash,ENDF & FANO,,Crime,"On August 2 DW Amharic, clashes have escalated between ENDF and Fano forces in various areas of the Amhara Region, Bahir Dar town, Kebelle 14, 13, 11, resulting in fatalities and injuries.",Unknown,Unknown,Yes,No,DW Amharic,Bahir Dar,conflict oriented
8/3/2023,,38NJM7889446709,5.843289,42.100552,Elkere,Somali Region,No,,Yes,Cross-border attack,Al-Shebab,Police Officers,Crime,"Somali region deputy head of peace and security confirmed a member of Al-Shebab killed one police officer and injured two police officers in the area at Afder Zone, Elkere. Sources added that the attacker himself is also killed.",1,2,Yes,No,Somali region peace & security head,Afder,Conflict oriented
8/1/2023,,37NEG3346140433,5.793925,39.302245,Wadera,Oromia,No,,Yes,Armed Clash,ENDF & UAG,,Crime,"On August 1 Sources reported a fresh fight between government security forces and an unknown armed group in Wadera town/woreda within the Guji Zone of the Oromia Region. Reportedly, the confrontation has led to significant disruptions in the area, affecting daily activities and transportation services.",0,0,No,No,,Guji Zone,conflict oriented
8/1/2023,,37PCP0701964257,12.335189,37.225286,"Chuahit, W.Dembia and Koladiba",Amhara,No,,Yes,Armed Clash,ENDF & FANO,,Crime,"August 1st: Addis Standard reported the warning issued by Ethiopian National Defense Force (ENDF) to factions disturbing nation?s security under name FANO. It was highlighted that Fano forces had set up an ambush in Chuahit, west Dembia, and Koladiba including unfounded allegations to damage Army?s reputation.",0,0,No,No,Addis Standard,N.Gondar,conflict oriented
7/29/2023,,37PDJ4750591899,8.068486,38.523565,,SNNPR,No,,Yes,Intercommunal Violence,Meskan & Merako Clans,,Miscellaneous,"On July 29th, reportedly numerous individuals were shot and killed while they were en route to the market in Dida Kebele, situated in the East Meskan woreda of the Gurage Zone, SNNPR. The violence appears to be related to a territorial dispute between communities from the Meskan and Mareko woredas in the Gurage zone.",Unknown,0,No,No,,GURAGE,crime oriented
7/29/2023,,37PEP3645526595,12.000176,39.33488357,,Amhara,No,,Yes,Armed Clash,ENDF & FANO,,Crime,"On July 29 Sources reported an ongoing armed conflict between government security forces and Fano forces in Gesho Ber locality, located in Guba lafto Woreda, within the North Wollo Zone in Amhara Region. The confrontation began early in the morning and persisted throughout the day. Consequently, daily routines and transportation services have reportedly been disrupted in the area",0,0,No,No,,North Wollo,conflict oriented
7/26/2023,,37PDN7820789788,11.667447,38.800051,Filakit/Geregera,Amhara,No,,Yes,Armed clash,ENDF & FANO,,Crime,"sources reported an armed clash between government security forces and reportedly Fano forces, occurred in Filakit Geregera, the administrative center of Meket Woreda in the North Wollo Zone of the Amhara Region. According to reports, the armed clash resulted in an unknown number of casualties and injuries.",0,0,No,No,,North wollo,conflict oriented
7/20/2023,,37PCP4318370019,12.389242,37.557489,Maksegnit,Amhara,No,,Yes,Armed Clash,ENDF & FANO,,Crime,"Sources have reported that an ongoing armed conflict in Maksegnit, a town situated approximately 40 kilometers from Gondar city, within the North Gondar Zone of the Amhara region. Escalating tensions between governmental forces and armed factions have led to a resurgence of hostilities. Yet, unverified information proposes that Fano fighters may have taken control of Maksegnit. Consequently, this has resulted in temporary road closures",0,0,No,No,,Nort Gonder,conflict oriented
7/19/2023,,36PXQ3952006305,8.1970831,34.266588,Abol Town,Gambella,No,,Yes,Armed Clash,UAG,Unclear,Crime,"sources reported an ongoing armed conflict in Akado locality in Itang Special Woreda and Abol town, the capital of Gambella Woreda in the Gambella Region. The situation has significantly deteriorated since early this morning, resulting in disruptions to daily activities within the woredas. It is worth noting that on July 18th, there were reports of intense gunfire in 04 Kebele, Gambella City. As a result, unconfirmed reports suggest that the morning flight to Gambella has been canceled today, and there have been disruptions in movements within Gambella City",0,0,No,No,,Akado locality,conflict oriented
7/18/2023,,38NMM1114917806,5.588761,44.197764,Kelafo,Somali,No,,Yes,Crime/killing,Local Communities and Security forces,Unclear,Crime,"On July 18th, sources have reported high tension between the local communities and government security forces in Kelafo town, situated in Kelafo Woreda, Shabelle Zone of the Somali Region. According to reports, an individual was killed by a security force, leading to a strong backlash from the community. As a result, the tension has escalated and remains at a high level.",0,0,No,No,,Shebelle,conflict oriented
7/18/2023,,38NLP6479440887,7.605595,43.774319,,Somali,No,,Yes,Crime,Local Communities and Security forces,Police Station,Crime,"On July 18th, sources have reported growing tension between the local communities and government security forces in Bir-qod town, located in Bir-qod Woreda, Jarar Zone of the Somali Region. According to reports, there was an attempted attack on the police station, which prompted the security forces to intervene. The situation escalated, resulting in increased tensions",0,0,No,No,,Jerer,crime oriented
7/15/2023,,37PEL5906670121,9.680381,39.538428,Debrebirhan,Amhara,No,,Yes,Crime/Killing,UAG,Police official,Crime,"Addis Maleda reported that an unidentified armed group (UAG) fatally attacked Debre Birhan City's Police Commander, Commander Minwuyelet Chinkilo, in Debre Birhan.",1,0,No,No,Addis Maleda,North Shewa,conflict oriented
7/14/2023,,37PEM9838204832,9.993542,39.897639,Shewarobit,Amhara,No,,Yes,Crime/Killing,UAG,Security office head,Crime,"Shewa Robit town: In a separate attack, UAG shot and killed a member of a local militia in Shewa Robit town, Shewa Robit Woreda of the North Shewa Zone. It is worth noting that Shewa Robit has been under a curfew from 6 pm to 6 am in the past week, restricting vehicular and personal movements following the assassination of the Woreda Security Office head in the same area",1,0,No,No,,North Shewa,crime oriented
6/26/2023,,37PCN4664000748,10.85904835,37.59696705,,Amhara,No,,Yes,Armed Clash,ENDF & UAG,,Crime,"Sources reported a conflict between government security forces and armed groups in the Dega Damot Woreda in the West Gojjam Zone of the Amhara Region. Reportedly, the fighting has disrupted transportation services and regular activities.",0,0,No,No,,West Gojam,conflict oriented
6/21/2023,,37PEN2280288775,11.65828157,39.20921027,,Amhara,Yes,,Yes,Armed Clash,ENDF & FANO,,Crime,"Sources reported a skirmish and high-security tension in Delanta Woreda in the South Wollo Zone of the Amhara Region. According to reports, a shooting exchange occurred between the government forces and members of Fano groups, leading to an elevated security situation and disruption of daily activities in Wegel Tena, the woreda town of Delanta.",0,0,No,No,,North Wollo,conflict oriented
6/21/2023,,37PEP6105473026,12.41968462,39.56173131,,Tigray,No,,No,Protest,Pro Amhara,Unclear,Demonstration,"Pro-Amhara peaceful protest of 40,000 residents reported in Alamata",0,0,No,No,,Southern,Unknown
6/20/2023,,38NMN1883571629,6.980256981,44.26520306,Kebri Dehar,Somali,No,,Yes,Crime/Killing,ENDF,Civilians,Crime,"Around five civilians reportedly killed, and several others injured in shooting by Ethiopian military servicemember in Kebri Dehar, Ethiopia: Local News Outlet via Hiiraan Online.",5,Unknown,Yes,No,Local News Outlet via Hiiraan Online.,Korahe,crime oriented
6/20/2023,,38NLM0209489391,6.233861194,43.21125298,Beercaano,Somali,No,,Yes,Armed Clash,Local militia & Clan militia,,Crime,"On June 20th, sources reported a clash between local militia and clan militia in Beercaano Woreda, Shebelle Zone, Somali Region. According to reports, the incident occurred yesterday afternoon, with fatalities and injuries reported. The active clash has been resolved, but the security situation remains high.",0,0,No,No,,Shabelle,conflict oriented
6/20/2023,,36NXP3860645676,7.648814877,34.25663301,Pugnido,Gambella,,,Yes,Intercommunal Violence,UAG,Unclear,Miscellaneous,4 Nuer refugees were wounded by a bomb and gunshots by unknown assailants.,0,4,Yes,No,,Agnuak,crime oriented
6/17/2023,,37PDL4685279797,9.76797781,38.51539951,,Oromia,No,,No,Kidnapping,OLA,Truck driver,Crime,"According to an International SOS source, 30 truck drivers were reportedly kidnapped by suspected OLA militia in Ali Doro, a town along the highway between Addis Ababa and Bahir Dar.",0,30,Yes,No,International SOS,North Shewa,crime oriented
6/16/2023,,37PBM6508102196,9.96403797,36.85720473,,Oromia,No,,Yes,Armed Clash,FANO,Civilians,Crime,"Eight civilians killed, 13 injured, and 15 missing in June 16 attack by Fano militants in Kiremu district of East Welega, Ethiopia: Local News Outlet via Addis Standard.",8,13,Yes,No,,East Wolega,conflict oriented
6/13/2023,,37NDH4618118805,6.502749148,38.51324192,,SNNP,No,,Yes,Intercommunal Violence,Residents,,Miscellaneous,"On June 13th, Addis Maleda reported that clashes occurred between residents in the border areas between the Bore Woreda of the Guji Zone in the Oromia Region and Hagere Salam town in the Sidama Region. Sidama Regional Police Commissioner Shimelsh Thomas clarified that the clashes were not based on ethnicity, dismissing rumors to the contrary as unfounded.",0,0,No,No,,Sidama,conflict oriented
6/12/2023,,37PCM0957381945,10.68734386,37.25892992,Finote Selam,Amhara,No,,No,Protest,Protesters,ENDF operation,Demonstration,"Sources reported a protest in Finote Selam Town in West Gojjam Zone in Amhara Region, denouncing military operations in Dembecha woreda in West Gojjam Zone, hence leading to a closure of the road conecting to Bahir Dar.",0,0,No,No,,West Gojam,Unknown
6/11/2023,,36NYN6924194413,7.180451739,35.43788681,,Southwest,No,,Yes,Armed Clash,UAG,Police Vehicle,Crime,"Godere District Police Office said that Following an attack by unidentified armed group on a vehicle traveling from Mizan City in the Southwest Region to Godere District, one police officer was killed and another one was injured .The attack took place in Yeki Woreda˜ around 7:30 pm. The police officers were going back to Godere woreda after finishing their training in southwest region ,Mizan city.",1,1,Yes,No,,,crime orienetd
6/11/2023,,37NDJ6859877109,7.93487917,38.71509,Batu,Oromia,No,,Yes,Armed Clash,ENDF & OLA,,Crime,"On June 11th, Addis Maleda reported that four individuals lost their lives in a conflict between government security forces and an armed group identifying themselves as the Oromo Liberation Army (OLA) on Sunday, June 11th, 2023, in Batu (also known as Ziway) in the East Shewa Zone of the Oromia Region.",4,0,No,No,,East Shewa,conflict oriented
6/10/2023,,37PEP3638926725,12.00135682,39.33427626,,Amhara,No,,Yes,Armed Clash,ENDF & UAG,,Crime,Sources reported an ongoing fight between government security forces and an Unknown Armed Group (Potentially the Fano group) in Srinka Arsema locality in Guba Lafto woreda in North Wollo Zone in Amhara Region.,0,0,No,No,,North Wollo,conflict oriented
6/4/2023,,37PCR0274732152,13.85237609,37.17486882,,Tigray,No,,No,Protest,Amhara People,Demanding Justice,Demonstration,"An ongoing demonstration by Amhara People was reported in various towns, located in the Wolkait Tegede Setit Humera Special Zone (the disputed Territory Between Amhara and Tigray Regions), has been reported. The demonstration aims to demand justice and indemnity for human rights violations committed under the TPLF and denounce Human Rights Watch's latest report while showing support for the Ethiopian National Defense Forces (ENDF)",0,0,No,No,,Western Tigray,Unknown
6/2/2023,,37PDK7150998549,9.033347,38.740767,Addis Ababa,Addis Ababa,No,,No,Protest,Muslim religon followers,Demanding Justice,Demonstration,"Sources reported that demonstrations by Muslim followers are underway after the Jumma (Friday prayer) in Anwar Mosque near Merkato in Addis Ketema Sub-City in Addis Ababa, as well as other major cities including Harar, Jimma, and Shashamene. The protestors are demanding justice for the demolished mosques in Sheger City in the Oromia Region. There are reports˜ of gunshots and teargas used by security forces dispersing the crowd.",0,0,No,No,,Addis Ababa,Unknown
6/2/2023,,38PJR8332830804,9.313526051,42.1175476,Harar,Oromia,No,,No,Protest,Muslim religon followers,Demanding Justice,Demonstration,"Sources reported that demonstrations by Muslim followers are underway after the Jumma (Friday prayer) in Anwar Mosque near Merkato in Addis Ketema Sub-City in Addis Ababa, as well as other major cities including Harar, Jimma, and Shashamene. The protestors are demanding justice for the demolished mosques in Sheger City in the Oromia Region. There are reports˜ of gunshots and teargas used by security forces dispersing the crowd.",0,0,No,No,,East Hararge,Unknown
6/2/2023,,37NBJ6190549241,7.677476334,36.84157621,Jimma,Oromia,No,,No,Protest,Muslim religon followers,Demanding Justice,Demonstration,"Sources reported that demonstrations by Muslim followers are underway after the Jumma (Friday prayer) in Anwar Mosque near Merkato in Addis Ketema Sub-City in Addis Ababa, as well as other major cities including Harar, Jimma, and Shashamene. The protestors are demanding justice for the demolished mosques in Sheger City in the Oromia Region. There are reports˜ of gunshots and teargas used by security forces dispersing the crowd.",0,0,No,No,,Jimma,Unknown
6/2/2023,,37NDH5710994924,7.191388596,38.6115251,Shashemene,Oromia,No,,No,Protest,Muslim religon followers,Demanding Justice,Demonstration,"Sources reported that demonstrations by Muslim followers are underway after the Jumma (Friday prayer) in Anwar Mosque near Merkato in Addis Ketema Sub-City in Addis Ababa, as well as other major cities including Harar, Jimma, and Shashamene. The protestors are demanding justice for the demolished mosques in Sheger City in the Oromia Region. There are reports˜ of gunshots and teargas used by security forces dispersing the crowd.",0,0,No,No,,West Arsi,Unknown
6/2/2023,,37PCN2346778585,11.56168045,37.38110964,Bahir Dar,Amhara,Yes,Grenade,Yes,Crime/Killing,UAG,Bahi Dar City,Explosive/Remote Violence,"Sources reported that, in the night June 2nd, several explosions (possibly, granade attacks) were heard at different locations in Bahir Dar City, Amhara Region.",0,0,No,No,,West Gojam,crime orienetd
6/1/2023,,37PCM3490868595,10.56785,37.491101,Dembecha Town,Amhara,No,,No,Protest,Amhara Popular committee,Unclear,Demonstration,"A protest organized by the Amhara Popular Committee took place in Addis Alem Kebele, Dembecha Town, West Gojjam Zone, Amhara region. Government security forces are currently working to disperse the crowd, but the situation remains tense and the road connecting Addis Alem Kebele to neighboring areas is closed",0,0,No,No,,West Gojam,Unknown
5/31/2023,,37PCM6080045573,10.36072223,37.7285514,Debre Markos,Amhara,No,,No,Protest,Amhara Popular committee,Bussiness shut down,Demonstration,"Sources reported that a group called the Amhara Popular Committee is mobilizing a protest and business shutdown, except for pharmacies and health institutions, in Debre Markos town, the administrative seat of East Gojjam Zone in the Amhara Region. The committee is urging residents to disrupt the movement of government forces to/in Debre Elias and nearby areas and to impose restrictions on vehicular movements within Debre Markos town",0,0,No,No,,East Gojam,Unknown
5/31/2023,,37PEP6600207883,11.830514,39.605927,Woldiya,Amhara,Yes,Grenade,Yes,Crime/Killing,UAG,LAL Hotel,Explosive/Remote Violence,"Sources reported a late-night explosion, a possible grenade attack, that took place in front of the LAL Hotel in Woldiya City, the capital of North Wollo Zone in Amhara Region, on May 31st around 10 pm. Gunshots were heard during the incident, resulting in injuries and hospitalizations.",0,unknown,Yes,No,,North Wollo,crime oriented
5/30/2023,,37PCP9114827204,12.0041,38.0001,,Amhara,No,,Yes,Armed Clash,ENDF & Amhara forces,,Crime,"There are reports of an ongoing conflict between government security forces and Amhara Forces in Debre Elias Woreda, located in the East Gojjam Zone within the Amhara region. Casualties have been reported from both sides",0,Unknown,Yes,No,,East Gojam,conflict orienetd
5/30/2023,,36PXQ7535411286,8.240965855,34.59199888,Gambella City,Gambella,No,,Yes,Crime/Killing,Individuals/Suspects,,Crime,"In addition to the Ethnic tension, according to regional police commissioner crime in Gambella town has increased. He said that recently criminals are snatching purses, cellphone and other similar properties using a motorcycle which is creating grievances by the community. So, movement of the motorbikes is limited between 6:00 am to 9:00 pm",0,0,No,No,,,crime orienetd
5/29/2023,,37PBN7672856778,11.36188,36.95408,Durbete Town,Amhara,No,,No,Protest,Protesters,Demanding fertilizer,Demonstration,A demonstration took place in Dur Bete Town in South Achefer Woreda in the West Gojjam Zone of the Amhara Region. Farmers participating in the protest demanded urgent distribution of fertilizer before the sowing season passes.,0,0,No,No,,West Gojjam,Unknown
5/29/2023,,37PEM2785151846,10.41987,39.25446,Degolo,Amhara,No,,Yes,Armed Clash,ENDF,,Crime,"Fighting broke out in Degolo, South Wollo Zone, after the ENDF attempted to surround the town and engage Amhara forces.",0,0,No,No,,South Wollo,conflict orienetd
5/28/2023,,37NEJ1581773862,7.90558,39.1435,,Oromia,No,,Yes,Crime/Killing,OLA,Ortodox Church,Crime,"Sources reported that on May 28th, approximately at 11.00 PM, a group of armed men, purportedly members of the OLA attacked on Dera Amanuel Orthodox Church, located within the rural Chefe Misoma Kebele, in the Tiyo Woreda of the Arsi Zone, Oromia Region. Casualties and abductions, presumably for ransom, have been reported. Reportedly, government security forces have not yet been able to reach the incident location due to challenging terrain and adverse road conditions. Consequently, the security situation remains fluid and precarious.",0,0,No,No,,Arsi,conflict orienetd
5/27/2023,,37PDK8267303435,8.17308,38.8427,,Oromia,No,,Yes,Armed Clash,ENDF & OLA,,Crime,"Sources reported an armed clash between the Ethiopian National Defense Forces (ENDF) and the Oromo Liberation Army (OLA) in localities between Koka and Batu/Zeway Towns in the East Shewa zone of the Oromia region. As a result, vehicular movement on the road connecting Addis Ababa to Hawassa has significantly decreased",0,0,No,No,,East Shewa,conflict orienetd
5/26/2023,,37PEM4655269911,10.58307,39.42554,,Amhara,No,,Yes,Armed Clash,ENDF & FANO,Road closure,Crime,"Sources reported security tensions and road closures in Were ilu and Jama Woredas in the South Wollo Zone of the Amhara Region due to fighting between ENDF and Fano. Reportedly, phone communication in the area is unreliable.",0,0,No,No,,South Wollo,Conflict oriented
5/26/2023,,37PDK7153498510,9.033,38.741,Addis Ababa,Addis Ababa,No,,No,Protest,Protesters,Demanding Justice,Demonstration,"Sources reported a demonstration by a Muslim youth group after the Jumma (Friday prayer) in Anwar Mosque near Merkato in Addis Ketema Sub-City in Addis Ababa. Reportedly, the protestors are demanding justice for the demolished mosques in Sheger City in the Oromia Region. Security forces were trying to disperse the crowd, and gunshots were heard.",0,0,No,No,,Addis Ababa,Unknown
5/25/2023,,37PCN2381482181,11.5942,37.3841,Bahir Dar,Amhara,Yes,Grenade,Yes,Crime/Killing,UAG,Unclear,Explosive/Remote Violence,"Sources reported an explosion (a possible grenade attack) in the early morning hours near Mulualem Cultural Hall in Bahir Dar City. The incident happened as the Bahir Dar City Football Club fans were preparing to embark on a journey to Hawassa. An unknown number of people sustained injuries as a result of the attack and have been hospitalized. Notably, this incident marks the second occurrence of an explosion in five days in Bahir Dar City.",0,unknown,Yes,No,,West Gojjam,crime oriented
5/23/2023,,37PDK7609598419,9.0322,38.7825,,Addis Ababa,No,,No,Arrests,Unidentified,TV CEO & Orthdox preacher,Crime,Hagere Television CEO and Orthodox Preacher was arrested at his office,0,0,No,No,Hagere Television,Addis Ababa,crime oriented
5/22/2023,,36PXQ3452807165,8.205,34.2213,,Gambella,No,,Yes,Intercommunal Violence,Agnuak & Nuer clans,,Miscellaneous,Tribal conflict was reported between Agnuak and Nuer with unconfirmed reports of casualties.,0,Unknown,No,No,,Itang,Conflict oriented
5/21/2023,,36PWQ5811008580,8.2193,33.5276,Matar Town,Gambella,No,,Yes,Cross-border attack,Murle militants,,Crime,"On May 21st, sources reported that on May 20th, around 9 pm, Murle militants attacked the Bilkech Kebele and the Mekaneyesus Church in Matar Town in the Wantowa Woreda, Nuer Zone, Gambella Region. The incidents resulted in eight fatalities and 13 injuries.",8,13,Yes,No,,Nuer,conflict orienetd
5/21/2023,,36PXQ7542612407,8.2511,34.5927,Gambella City,Gambella,No,,Yes,Intercommunal Violence,Agnuak & Nuer clans,,Miscellaneous,"Sources reported an ongoing inter-communal conflict, allegedly between the Anuak and Nuer ethnic groups in the Itang Special Woreda. Furthermore, the conflict has spread into Gambella Town of the Anuak Zone, the capital city of Gambella Region. Currently, heavy gunfighting is occurring in Gambella town and houses are being torched in 04 Kebele of the Gambella Town.",9,17,Yes,No,,Agnuak,conflict orienetd
5/20/2023,,37PCN2463282264,11.595,37.3916,Bahir Dar,Amhara,Yes,Grenade,Yes,Crime/Killing,UAG,Unclear,Explosive/Remote Violence,"On May 20th sources reported a grenade explosion near Summerland Hotel, close to the Amhara Development Association Bureau in Bahir Dar City of the Amhara region. So far, no reports of casualties or injuries have been reported. According to reports, federal security forces have controlled the area and it is currently calm.",0,0,Yes,No,,Bahir Dar,crime oriented
5/19/2023,,36PYR2860285733,9.8156,35.08427,Mendi,Oromia,No,,Yes,Armed Clash,ENDF & OLA,Road closure & disruption movement,Crime,"On May 19th, sources reported ongoing fighting between the Ethiopian National Defense Forces (ENDF) and the Oromo Liberation Army (OLA) in the˜Kiltu Jale˜locality approximately seven kilometers from Mendi town in the West Wollega Zone in the Oromia Region. The fight led to the closure of the Gimbi Assosa B40 road, causing disruption to vehicular movement, and an interruption to transportation services",0,0,No,No,,West Wollega,conflict orienetd
5/18/2023,,37PFM9526163616,10.5214,40.7843,,Afar,No,,Yes,Intercommunal Violence,Afar & Issa clans,,Miscellaneous,"On May 18th, sources reported an ongoing interclan conflict between the Afar and Issa communities on the outskirts of the Ada-ado Kebele in the˜Yangudi Rasa Woreda˜of the Mahi Rasu Zone (Zone 6). The conflict erupted at approximately 4 pm yesterday and risks potential escalation into neighboring woredas and zones.",0,0,No,No,,Zone 6,conflict orienetd
5/18/2023,,37PEM9892106874,10.012,39.9026,Shewa Robit City,Amhara,No,,Yes,Armed Clash,ENDF & UAG,,Crime,"On May 18th, sources reported an escalation in the ongoing conflict between the Ethiopian National Defense Forces (ENDF) and armed groups from the Amhara region near˜Shewa Robit town, Rasa Kebele, and˜Yifat˜areas located in the North Shewa Zone. Currently, the road linking Addis Ababa to Dessie has been reopened; however, transportation services and vehicular movement have experienced a substantial reduction.",0,0,No,No,,North Shewa,conflict orienetd
5/4/2023,,37PCN2741782924,11.6011,37.4171,Bahir Dar,Amhara,Yes,Grenade,Yes,Crime/Killing,Unidentified,Cafteria & Street,Explosive/Remote Violence,"Today, reports indicate that two bomb explosions (grenade attacks) occurred in Bahir Dar city, Amhara Region, specifically in Kebele 14 and 04. One explosion took place in a cafeteria, while the other occurred on a road around Abay Mado. The exact number of individuals affected is currently unclear. Furthermore, the road connecting Bahir Dar to Gondar has been obstructed today",0,0,No,No,,West Gojam,crime oriented
5/3/2023,,37PEK1292850830,8.6018,39.1175,Mojo,Oromia,No,,Yes,Armed Clash,UAG,Individuals,Crime,Attack reported by sources in Mojo at 11:30 PM killing a guard. NFI,1,0,No,No,,East Shewa,crime orienetd
4/27/2023,,37PEM7135640245,10.31439,39.65171,Mehal Meda,Amhara,No,,Yes,Crime/Killing,UAG,Amhara PP chairperson,Crime,"The Amhara Prosperity Party Chairperson, Girma Yeshitila, was assasinated along with members of his security detail by unknown assailants while traveling from Mehal Meda to Debre Birhan.",4,0,No,No,,North Shewa,crime oriented
4/23/2023,,36NZM2403045815,5.83508,35.92579,Hana,SNNP,No,,Yes,Intercommunal Violence,UAG,District Administrator,Miscellaneous,"Eleven people were reportedly killed in the vicinity of the city of Hana after one member of the Salamago woreda administration was killed. Following the killing, individuals of the Bodi and Demi tribes began attcking each other.",11,6,Yes,No,,South Omo,crime oriented
4/23/2023,,37PCJ6387894699,8.09222,37.76458,,SNNP,No,,No,Protest,Muslim & Orthodox religon followers,Each other,Demonstration,"SNNPR police contact confirmed that there was a tension in Gunchire since yesterday evening due to dispute between Muslim and orthodox religion followers. The reason was a few months ago Muslim students were asking the school management to wear religious cloths than school uniform and the school has approved their request. Subsequently , the orthodox religion follower students were provided similar request to the school. The school management has been declined both student?s requests and has decided to permit only the school uniform in the school during the learning time. However, yesterday starting from 9pm in the evening conflict arises between these two religion followers. Police said damages on property was reported and casualty also will be expected.",0,0,No,No,SNNPR Police contact,Gurage,conflict oriented
