event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
ETH10401,2023-08-09,2023,2,"Strategic developments","Strategic developments",Arrests,"Police Forces of Ethiopia (2018-) SNNP State Police",,1,"Civilians (Ethiopia)",,7,17,,231,"Eastern Africa",Ethiopia,SNNP,Guraghe,"Welkite town",Welkite,8.2833,37.7833,1,"Addis Maleda",National,"Around 9 August 2023 (week of), SNNP regional state police started to arrest 'several' ethnic Amhara residents of Welkite town, Wolkite (Gurage, SNNP), after accusing them of 'coordinating chaos'.",0,,1693863641
ETH10385,2023-08-08,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"Central Gondar","Gonder town",Gonder,12.6000,37.4667,1,"AFP; BBC News; EMS; Wazema Radio","Other-New media","On 8 August 2023, ENDF continued to clash with Fano militia in Gonder town (Central Gondar, Amhara). From 5 August to 8 August 2023, at least 150 civilians were injured, while 70 others were killed. Since the roads are closed and there is no transportation, the exact number of casualties is unknown. The number of fatalities split into four events, coded as 17.",17,,1693863641
ETH10386,2023-08-08,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"East Gojam","Debre Markos town","Debre Markos",10.3500,37.7333,1,"BBC News; Reporter (Ethiopia)",National-International,"On 8 August 2023, ENDF clashed with Fano militias in Debre Markos, Debre Markos town (East Gojam, Amhara). An unidentified number of people were killed due to this clash. An unidentified number of fatalities in low-intensity conflict area coded as 3.",3,,1693863641
ETH10387,2023-08-08,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"North Shewa","Debre Berhan town","Debre Berhan",9.6833,39.5333,1,"Wazema Radio","New media","On 8 August 2023, ENDF and Fano militias continued to clash in Debre Berhan town, Debre Berhan (North Shewa, Amhara) and pushed Fano fighters out of the town. Casualties unknown.",0,,1693863641
ETH10388,2023-08-08,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"North Shewa","Shoa Robit","Shewa Robit",9.9898,39.8956,1,"BBC News",International,"On 8 August 2023, ENDF clashed with Fano militias in Shewa Robit, Shoa Robit town (North Shewa, Amhara) and pushed Fano fighters out of the town. Casualties unknown.",0,,1693863641
ETH10389,2023-08-08,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"North Wello",Lasta,Lalibela,12.0333,39.0333,1,"AFP; BBC News",International,"On 8 August 2023, ENDF clashed with Fano militias in Lalibela, Lasta woreda (North Wello, Amhara). Casualties unknown.",0,,1693863641
ETH10390,2023-08-08,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia","Amhara Ethnic Militia (Ethiopia)",3,13,,231,"Eastern Africa",Ethiopia,Amhara,"West Gojam","Bahir Dar town","Bahir Dar",11.6000,37.3833,1,"BBC News; EMS; Reporter (Ethiopia); TIKVAH Ethiopia; Wazema Radio","Other-New media","On 8 August 2023, ENDF clashed with Fano and Amhara ethnic militias in Kebele 14, Kebele 13 (Beata Church), Kebele 16 and Lideta areas in Bahir Dar town (West Gojam, Amhara). At least 20 civilians were killed. An unidentified number of ENDF members were also killed.",20,,1693863641
ETH10391,2023-08-08,2023,1,"Political violence",Battles,"Armed clash","Fano Youth Militia",,3,"Karrayyu Ethnic Militia (Ethiopia)","Pastoralists (Ethiopia)",4,34,,231,"Eastern Africa",Ethiopia,Oromia,"East Shewa",Fentale,Fentale,8.7539,39.8339,2,"BBC News",International,"On 8 August 2023, Fano militias clashed with Kereyu Communal Militias, in Iran Bute, Arole and Fugnan Gute villages (locations not found, coded to Fentale), in Fentale woreda (East Shewa, Oromia), after Fano militias entered Iran Bute kebele, opened fire and wounded two pastoralists. There were no fatalities.",0,,1693863641
ETH10392,2023-08-08,2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Ethiopia (2018-)",,1,"Civilians (Ethiopia)","OLF: Oromo Liberation Front (Shane Splinter Faction); Prisoners (Ethiopia)",7,17,"Civilian targeting",231,"Eastern Africa",Ethiopia,Oromia,"West Shewa","Liban Jawi",Babich,8.9667,37.5500,1,"Oromiya Media Network",International,"On 8 August 2023, government forces (assumed to be ENDF) shot and killed 1 person in Babich, Liban Jawi woreda (West Shewa, Oromia), after taking him out of prison. The victim was among those 30 people detained a day ago from Haro Mariam over 'suspicion of having direct relation with OLF Shane' (coded separately).",1,,1693863641
ETH10372,2023-08-07,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,Awi,"Dangila town",Dangila,11.2667,36.8333,1,"Wazema Radio","New media","On 7 August 2023, ENDF clashed with Fano militias in Dangila, Dangila town (Awi, Amhara). Casualties unknown.",0,,1693863641
ETH10373,2023-08-07,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"Central Gondar","Gonder town",Gonder,12.6000,37.4667,1,"BBC News; EMS; TIKVAH Ethiopia; VOA; Wazema Radio","Other-New media","On 7 August 2023, ENDF and Fano militia continued to clash around Azezo Military camp, Mahl Arada and Guha Hotel in Gonder town (Central Gondar, Amhara). The armed conflict continued until 8 August 2023 (coded separately). From 5 August to 8 August 2023, at least 150 civilians were injured, while 70 others were killed. Since the roads are closed and there is no transportation, the exact number of casualties is unknown. The number of fatalities split into four events, coded as 17.",17,,1693863641
ETH10374,2023-08-07,2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ethiopia)",,6,,,0,60,,231,"Eastern Africa",Ethiopia,Amhara,"Central Gondar","Gonder town",Gonder,12.6000,37.4667,1,EMS,Other,"On 7 August 2023, youth rallied in support of Fano militias in Gonder town (Central Gondar, Amhara). On 6 and 7 August 2023, ENDF and Fano militias clashed in the town (coded separately).",0,"crowd size=no report",1693863641
ETH10375,2023-08-07,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"North Shewa","Debre Berhan town","Debre Berhan",9.6833,39.5333,1,"BBC News; EMS; Reporter (Ethiopia); TIKVAH Ethiopia; VOA",Other-National,"On 7 August 2023, and for the second day, ENDF clashed with Fano militias around Dese Ber Mewicha and Kebele 8 in Debre Berhan town, Debre Berhan (North Shewa, Amhara), resulting in unknown number of people being killed and wounded in the fighting that started on 6 August (coded separately). ENDF allegedly fired artilleries on four residential areas of the town. An unidentified number of fatalities mentioned coded as 10 and shared across two events (coded as 5).",5,,1693863641
ETH10376,2023-08-07,2023,1,"Political violence",Battles,"Armed clash","Fano Youth Militia",,3,"Military Forces of Ethiopia (2018-)",,1,13,,231,"Eastern Africa",Ethiopia,Amhara,"North Wello","Kobo town",Kobo,12.1500,39.6333,1,EMS,Other,"On 7 August 2023, Fano militia and ENDF clashed in Kobo town (North Wello, Amhara). Casualties unknown.",0,,1693863641
ETH10377,2023-08-07,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"North Wello",Lasta,Lalibela,12.0333,39.0333,2,VOA,International,"On 7 August 2023, ENDF clashed with Fano militias around Lalibela Airport, a place near Lalibela town, Lasta (North Wello, Amhara). Casualties unknown.",0,,1693863641
ETH10378,2023-08-07,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"North Wello","Woldiya town",Weldiya,11.8277,39.5916,2,EMS,Other,"On 7 August 2023, ENDF and Fano militia continued to clash in Sayish area in North Wello zone (near Woldiya). The armed clash began on 6 August 2023 (coded separately). Casualties unknown. Location not found, coded at Woldiya town (Weldiya, North Wello).",0,,1693863641
ETH10379,2023-08-07,2023,1,"Strategic developments","Strategic developments",Arrests,"Military Forces of Ethiopia (2018-)",,1,"Civilians (Ethiopia)",,7,17,,231,"Eastern Africa",Ethiopia,Amhara,"North Wello","Woldiya town",Weldiya,11.8277,39.5916,1,EMS,Other,"On 7 August 2023, ENDF arrested around 60 youths in Woldiya town (Weldiya, North Wello) following the Closure of roads in the town by youth supporting Fano militia.",0,,1693863641
ETH10380,2023-08-07,2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (Ethiopia)","Fano Youth Militia",5,,,0,50,,231,"Eastern Africa",Ethiopia,Amhara,"North Wello","Woldiya town",Weldiya,11.8277,39.5916,1,EMS,Other,"On 7 August 2023, youth in Woldiya town (Weldiya, North Wello) closed roads with sticks and stones in support of Fano militia.",0,"crowd size=no report",1693863641
ETH10381,2023-08-07,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia","Amhara Ethnic Militia (Ethiopia)",3,13,,231,"Eastern Africa",Ethiopia,Amhara,"West Gojam","Bahir Dar town","Bahir Dar",11.6000,37.3833,1,"BBC News; EMS; Reporter (Ethiopia); TIKVAH Ethiopia; VOA; Wazema Radio","Other-New media","On 7 August 2023, ENDF continued to clash with Fano and Amhara militias in Bahir Dar town (West Gojam, Amhara), around Kebele 13, 14, 15, 16, NOC Gas Station, Depo, Tis Abay and Mekod areas of the town. Fano militia controlled various police stations, including the 2nd and 6th police stations, in the city. At least four civilians were killed.",4,,1693863641
ETH10382,2023-08-07,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"West Gojam","Bure town",Bure,10.7000,37.0670,1,"Wazema Radio","New media","On 7 August 2023, ENDF clashed with Fano militias in Bure, Bure town (West Gojam, Amhara). Casualties unknown.",0,,1693863641
ETH10383,2023-08-07,2023,1,"Political violence",Battles,"Armed clash","Fano Youth Militia",,3,"Police Forces of Ethiopia (2018-) Oromia State Police","Kebele Communal Militia (Ethiopia)",1,13,,231,"Eastern Africa",Ethiopia,Oromia,"North Shewa","Abichugna Gnea",Mendida,9.6552,39.2312,1,"BBC News; VOA",International,"On 7 August 2023, Fano Militias clashed with Oromia Regional State Police and Kebele Communal Militias in Mendida town, Abichugna Gnea woreda (North Shewa, Oromia), after around a hundred Fano members entered the town from Deneba town in the Amhara region, stormed the police station and administration office. 11 people were killed in the fighting (including, eight Fano militias, two Regional State Police officers, and one civilian).",11,,1693863641
ETH10384,2023-08-07,2023,1,"Strategic developments","Strategic developments",Arrests,"Military Forces of Ethiopia (2018-)",,1,"Civilians (Ethiopia)","OLF: Oromo Liberation Front (Shane Splinter Faction)",7,17,,231,"Eastern Africa",Ethiopia,Oromia,"West Shewa","Liban Jawi",Babich,8.9667,37.5500,1,"Oromiya Media Network",International,"On 7 August 2023, government forces (assumed to be ENDF) raided resident houses and arrested over 30 people from Haro Marami kebele in Babich, Liban Jawi woreda (West Shewa, Oromia), after accusing them of supporting OLF Shane.",0,,1693863641
ETH10365,2023-08-06,2023,2,"Strategic developments","Strategic developments",Arrests,"Police Forces of Ethiopia (2018-) Federal Police",,1,"Civilians (Ethiopia)","Amhara Ethnic Group (Ethiopia); Refugees/IDPs (Eritrea)",7,17,,231,"Eastern Africa",Ethiopia,"Addis Ababa","Region 14",Lideta,"Addis Ababa",9.0250,38.7469,1,"BBC News; Borkena Ethiopian News; Deutsche Welle; Ethiopia Insider; VOA",National-International,"Around 6 August 2023 (weekend of), government security forces (assumed to be Federal Police) arrested 'several' people (mostly ethnic Amharas, and some Eritrean immigrants) in Addis Ababa, Lideta (Region 14, Addis Ababa), following the declaration of the SOE in Amhara region. Some sources claim the security forces detained 'hundreds' (and some claim up to 3000 people) in public schools in the city. The SOE Command Post claimed it arrested only 23 people who were 'coordinating more violence in towns'.",0,,1693863641
ETH10366,2023-08-06,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"Central Gondar","Gonder town",Gonder,12.6000,37.4667,1,"EMS; ESAT",Other-International,"On 6 August 2023, ENDF and Fano militia continued to clash around Mahl Arada and Guha Hotel in Gonder town (Central Gondar, Amhara). The armed conflict continued until 8 August 2023 (coded separately). From 5 August to 8 August 2023, at least 150 civilians were injured, while 70 others were killed. Since the roads are closed and there is no transportation, the exact number of casualties is unknown. The number of fatalities split into four events, coded as 17.",17,,1693863641
ETH10367,2023-08-06,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"North Gondar","Dabat town",Dabat,12.9810,37.7620,2,VOA,International,"On 6 August 2023, ENDF clashed with Fano militias around Shimelako IDP camp (a location coded to Dabat town) in Dabat woreda (Central Gondar, Amhara) and resulted in partial damage of the camp, forcing IDPs to evacuate. Casualties unknown.",0,,1693863641
ETH10368,2023-08-06,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"North Shewa","Debre Berhan town","Debre Berhan",9.6833,39.5333,1,"BBC News; EMS; Reporter (Ethiopia)",Other-National,"On 6 August 2023, in a two day fighting, ENDF clashed with Fano militias around Dese Ber Mewicha and Kebele 8 in Debre Berhan town, Debre Berhan (North Shewa, Amhara), resulting in unknown number of people being killed and wounded in the fighting that lasted until 7 August (coded separately). ENDF allegedly fired artilleries on four residential areas of the town. An unidentified number of fatalities mentioned coded as 10 and shared across two events (coded as 5).",5,,1693863641
ETH10369,2023-08-06,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"North Wello","Woldiya town",Weldiya,11.8277,39.5916,2,EMS,Other,"On 6 August 2023, ENDF clashed with Fano militia in Sayish area in North Wello zone (near Woldiya). The armed clash continued the next day (coded separately). Casualties unknown. Location not found, coded at Woldiya town (Weldiya, North Wello).",0,,1693863641
ETH10370,2023-08-06,2023,1,"Political violence",Battles,"Non-state actor overtakes territory","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"West Gojam","Bahir Dar town","Bahir Dar",11.6000,37.3833,1,"Al Ain; BBC News; Deutsche Welle; VOA; Wazema Radio","New media-International","On 6 August 2023, ENDF clashed with Fano militias at around Kebele 14 in Bahir Dar town, Bahir Dar (West Gojam, Amhara), resulting in an unknown number of civilians getting killed and wounded in cross fire. Loud sounds of gun were heard from the area and Fano supporters closed roads with stones and other materials around Kebele 14 to block the entry of ENDF. Sources claim Fano militias managed to control some key areas in the town. An unidentified number of fatalities mentioned coded as 10.",10,,1693863641
ETH10371,2023-08-06,2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Ethiopia (2018-)","Kebele Communal Militia (Ethiopia)",1,"Civilians (Ethiopia)","OLF: Oromo Liberation Front (Shane Splinter Faction)",7,17,"Civilian targeting",231,"Eastern Africa",Ethiopia,Oromia,"West Wellega","Mendi town",Mendi,9.8000,35.1000,1,"Oromiya Media Network",International,"On 6 August 2023, ENDF and Kebele militias shot and killed 2 people in Mendi (at Dire Tiyara area) in Mendi town (West Wellega, Oromia), after accusing them of being members of OLF Shane.",2,,1693863641
ETH10359,2023-08-05,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"Central Gondar","Gonder town",Gonder,12.6000,37.4667,1,EMS,Other,"On 5 August 2023, ENDF and Fano militia clashed in Gonder town (Central Gondar, Amhara). The armed clash between these two actors continued until 8 August 2023 (coded separately). Due to this four-day clash, at least 150 civilians were injured, while 70 others were killed. Since the roads are closed and there is no transportation, the exact number of casualties is unknown. The number of fatalities split into four events, coded as 19.",19,,1693863641
ETH10360,2023-08-05,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Unidentified Armed Group (Ethiopia)",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"North Shewa","Debre Berhan town","Debre Berhan",9.6833,39.5333,1,"Reporter (Ethiopia)",National,"On 5 August 2023, government security forces (assumed to be ENDF) clashed with an unidentified armed group in Debre Berhan town (North Shewa, Amhara). An unidentified number of people were killed due to this clash. An unidentified number of fatalities in low-intensity conflict area coded as 3.",3,,1693863641
ETH10361,2023-08-05,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"North Shewa","Shoa Robit","Shewa Robit",9.9898,39.8956,2,"Deutsche Welle; TIKVAH Ethiopia",Other-International,"On 5 August 2023, ENDF clashed with Fano militias in locations surrounding Shewa Robit town, Shoa Robit (North Shewa, Amhara). Casualties unknown.",0,,1693863641
ETH10362,2023-08-05,2023,1,"Political violence; Demonstrations",Protests,"Excessive force against protesters","Protesters (Ethiopia)","Students (Ethiopia)",6,"Military Forces of Ethiopia (2018-)",,1,16,"Civilian targeting",231,"Eastern Africa",Ethiopia,Amhara,"North Wello","Woldiya town",Weldiya,11.8277,39.5916,1,EMS,Other,"On 5 August 2023, ENDF shot at Woldiya University students who were demonstrating against its decision not to provide buses for them to return to their residences in Woldiya town (Weldiya, North Wello). At least one student was killed. The students first asked the university to provide buses so that they could return home. When the university refused, they marched to the ENDF camp in the town and voiced their demands.",1,"crowd size=no report",1693863641
ETH10363,2023-08-05,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia","Amhara Ethnic Militia (Ethiopia)",3,13,,231,"Eastern Africa",Ethiopia,Amhara,"West Gojam","Bahir Dar town","Bahir Dar",11.6000,37.3833,1,"Deutsche Welle; EMS; TIKVAH Ethiopia",Other-International,"On 5 August 2023, ENDF clashed with Fano and Amhara ethnic militias in Bahir Dar town (West Gojam, Amhara). According to witnesses, the armed clash began when ENDF began to surround Fano militia around Kebele 14 in Bahir Dar city. At least four civilians were killed. Fano militia also controlled the 8th Police Station in the city.",4,,1693863641
ETH10364,2023-08-05,2023,1,"Strategic developments","Strategic developments",Other,"Fano Youth Militia","Amhara Ethnic Militia (Ethiopia)",3,,,0,30,,231,"Eastern Africa",Ethiopia,Amhara,"West Gojam","Bahir Dar town","Bahir Dar",11.6000,37.3833,1,EMS,Other,"Other: On 5 August 2023, Fano and Amhara ethnic militias closed roads with stones and sticks to stop the movement of ENDF in Bahir Dar town (West Gojam, Amhara).",0,,1693863641
ETH10323,2023-08-04,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"OLF: Oromo Liberation Front (Shane Splinter Faction)",,2,12,,231,"Eastern Africa",Ethiopia,Oromia,"East Wellega",Kiremu,Kiremu,9.9500,36.8667,1,"Addis Maleda",National,"On 4 August 2023, and for the second day, ENDF clashed with OLF Shane in Kiremu town, Kiremu woreda (East Wellega, Oromia). Casualties unknown.",0,,1691421654
ETH10342,2023-08-04,2023,1,"Strategic developments","Strategic developments","Change to group/activity","Government of Ethiopia (2018-)",,1,,,0,10,,231,"Eastern Africa",Ethiopia,"Addis Ababa","Region 14",Lideta,"Addis Ababa",9.0250,38.7469,3,"Al Ayn; AP; BBC News; Borkena Ethiopian News; Deutsche Welle; EMS; ESAT; GardaWorld; TIKVAH Ethiopia; VOA; Wazema Radio","Other-New media","Security measures: On 4 August 2023, Ethiopian Council of Ministers declared a State of Emergency (SoE) in the Amhara State to following days of armed clashes between the ENDF and Fano militia in several parts of the region (coded separately). The statement says, 'attacks of extremist armed groups' had reached a stage where it was no longer possible to control with regular law enforcement mechanisms', adding that the situation had 'endangered the constitutional order' and 'disrupted the people's overall economic and social activities'. Event coded to Addis Ababa, Lideta (Region 14, Addis Ababa).",0,,1691421654
ETH10346,2023-08-04,2023,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Unidentified Armed Group (Ethiopia)",,3,,,0,30,,231,"Eastern Africa",Ethiopia,Amhara,"East Gojam","Debre Markos town","Debre Markos",10.3500,37.7333,2,EMS,Other,"On 4 August 2023, an unidentified armed group fired mortar and heavy weapons in and around Debre Markos town (East Gojam, Amhara). No further information. Casualties unknown.",0,,1691421654
ETH10338,2023-08-04,2023,1,"Political violence","Violence against civilians",Attack,"Police Forces of Ethiopia (2018-) Federal Police",,1,"Civilians (Ethiopia)","NaMA: National Movement of Amhara; Government of Ethiopia (2018-)",7,17,"Civilian targeting",231,"Eastern Africa",Ethiopia,"Addis Ababa","Region 14",Lideta,"Addis Ababa",9.0250,38.7469,1,"Borkena Ethiopian News; TIKVAH Ethiopia",Other-National,"On 4 August 2023, Federal Police arrested an opposition leader of NaMA and a member of the Ethiopian Parliament and chair of Standing Committee for Public Expenditures and Administration Control from his home in Addis Ababa, Lideta (Region 14, Addis Ababa). Some sources claim the police beat him during his capture. Shortly before his arrest, he openly condemned the administration of PM Abiy Ahmed, urging him 'to immediately stop the fighting in Amhara region' and called 'other parties to condemn the action'. The police officers also searched his home at the presence of witnesses a day after his arrest.",0,,1693863641
ETH10357,2023-08-04,2023,1,"Strategic developments","Strategic developments",Arrests,"Police Forces of Ethiopia (2018-) Federal Police",,1,"Civilians (Ethiopia)","EZEMA: Ethiopian Citizens for Social Justice; Government of Ethiopia (2018-); PP: Prosperity Party",7,17,,231,"Eastern Africa",Ethiopia,"Addis Ababa","Region 14",Lideta,"Addis Ababa",9.0250,38.7469,1,"EMS; ESAT",Other-International,"On 4 August 2023, Christian Tadele, FDRE House of Representatives member and member of EZEMA, and Dr. Kasa Teshager, a member of Addis Ababa Council and Prosperity Party, were arrested by security forces assumed to be members of the federal police in Addis Ababa (Lideta, Region 14) in connection with the disorder in Amhara region. They were arrested on the same day the Council of Ministers declared a state of emergency in Amhara region (coded separately).",0,,1693863641
ETH10358,2023-08-04,2023,1,Demonstrations,Protests,"Protest with intervention","Protesters (Ethiopia)",,6,"Police Forces of Ethiopia (2018-) SNNP State Police",,1,16,,231,"Eastern Africa",Ethiopia,SNNP,"Kembata Tibaro","Durame town",Durame,7.2333,37.8833,1,EMS,Other,"On 4 August 2023, youths in Durame town (Kembata Tibaro, SNNP) demonstrated the new office distribution following the establishment of a new SNNPR region. Only one office was assigned to the zone. Security forces, coded as SNNPR state police, dispersed the demonstrators (means unknown). There was no causality. According to one witness, SNNPR special forces were involved in dispersing the demonstrators.",0,"crowd size=no report",1693863641
ETH10303,2023-08-03,2023,1,"Political violence",Battles,"Armed clash","Fano Youth Militia",,3,"Military Forces of Ethiopia (2018-)","Police Forces of Ethiopia (2018-) Federal Police",1,13,,231,"Eastern Africa",Ethiopia,Amhara,"Central Gondar","Gonder town",Gonder,12.6000,37.4667,1,EMS,Other,"On 3 August 2023, Fano militias and ENDF continued to clash in Maraki, Kebele 18, and Tederos and Fasil campus of Gondar University areas in Gonder town (Central Gondar, Amhara). The armed clash began on the evening of 2 August (coded separately). At least 20 people were killed, including an assistant professor who was giving the 12th-grade national exam at Gondar University and two federal police who were guarding the university, and an unidentified number of people, including students in Gondar University and a federal police officer, were injured. The number of fatalities split into two events. Over 16,000 students were unable to take the exam.",10,,1691421654
ETH10314,2023-08-03,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"Wag Hamra","Sekota town",Sekota,12.6270,39.0343,2,"Deutsche Welle",International,"On 3 August 2023, ENDF clashed with Fano militias in Asketema, Gazgibla woreda (location not found and coded to admin center, Sekota, Sekota town, in Wag Hamra zone, Amhara). Casualties unknown.",0,,1691421654
ETH10322,2023-08-03,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"OLF: Oromo Liberation Front (Shane Splinter Faction)",,2,12,,231,"Eastern Africa",Ethiopia,Oromia,"East Wellega",Kiremu,Kiremu,9.9500,36.8667,1,"Addis Maleda",National,"On 3 August 2023, in a clash that lasted for two days, ENDF clashed with OLF Shane in Kiremu town, Kiremu woreda (East Wellega, Oromia). Casualties unknown.",0,,1691421654
ETH10351,2023-08-03,2023,1,"Political violence",Riots,"Mob violence","Rioters (Ethiopia)",,5,"Police Forces of Ethiopia (2018-)",,1,15,,231,"Eastern Africa",Ethiopia,Amhara,"East Gojam","Debre Markos town","Debre Markos",10.3500,37.7333,1,EMS,Other,"On 3 August 2023, rioters who opposed ENDF and the government's action in Amhara region and support Fano militias, looted the Police training center and public offices in Debre Markos town (East Gojam, Amhara) after Fano militias entered the town. Witnesses clearly stated that Fano militias were not involved in the looting. A day before this event, roads were closed (coded separately) and on 4 August 2023, heavy weapons were fired by an unidentified armed group in and around the town (coded separately).",0,"crowd size=no report",1691421654
ETH10302,2023-08-02,2023,1,"Political violence",Battles,"Armed clash","Fano Youth Militia",,3,"Military Forces of Ethiopia (2018-)","Police Forces of Ethiopia (2018-) Federal Police",1,13,,231,"Eastern Africa",Ethiopia,Amhara,"Central Gondar","Gonder town",Gonder,12.6000,37.4667,1,"Addis Maleda; BBC News; EMS",Other-National,"On 2 August 2023, Fano militias and ENDF clashed in Maraki, kebele 18, and Tederos and Fasil campus of Gondar University areas in Gonder town (Central Gondar, Amhara). The armed clash continued the next day (coded separately). At least 20 people were killed, including an assistant professor who was giving the 12th-grade national exam at Gondar University and two federal police who were guarding the university, and an unidentified number of people, including students in Gondar University and a federal police officer, were injured. The number of fatalities split into two events. Over 16,000 students were unable to take the exam.",10,,1691421654
ETH10309,2023-08-02,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"North Wello","Kobo town",Kobo,12.1500,39.6333,2,"Wazema Radio","New media","On 2 August 2023, ENDF clashed with Fano militias around Kobo town, Kobo (North Wello, Amhara), forcing the closure of private and public businesses in the town. Casualties unknown.",0,,1691421654
ETH10310,2023-08-02,2023,2,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"South Wello",Sayint,"Amara Sayint",11.2322,38.6716,1,"Deutsche Welle",International,"Around 2 August 2023 (week of), ENDF clashed with Fano militias in Amara Sayint town, Sayint woreda (South Wello, Amhara). Casualties unknown.",0,,1691421654
ETH10311,2023-08-02,2023,2,"Political violence",Battles,"Armed clash","Military Forces of Ethiopia (2018-)",,1,"Fano Youth Militia",,3,13,,231,"Eastern Africa",Ethiopia,Amhara,"South Wello",Wegde,Hurufa,10.6000,38.7333,2,"Deutsche Welle",International,"Around 2 August 2023 (week of), ENDF clashed with Fano militias in Wegde woreda (in an unspecified location coded to Hurufa, Wegdi, South Wello, Amhara). Casualties unknown.",0,,1691421654
