"Please read a description of the CSV at this link: https://www.humanitarianoutcomes.org/sites/default/files/gdho_read_me.xlsx"
Id,Year,Name,"Abbreviated name",Type,"International or national",Website,"HQ location",Sub-region,"Year founded","Year closed","Countries of Operation (count)",Sector,"Religious or secular",Religion,"Red Cross Code of Conduct signatory","CHS member","InterAction member","ICVA member",Staff,"Staff Imputed",Natl,"Natl Imputed",Intl,"Intl Imputed","% Intl","OPE approx (USD)","OPE Imputed",OPE/staff,"OPE (inflation adjusted)","OPE (original currency)","HumExp approx (USD)","HumExp Imputed","HumExp (inflation adjusted)",Afghanistan,Albania,Algeria,"American Samoa",Andorra,Angola,Anguilla,Antarctica,"Antigua and Barbuda",Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bosnia and Herzegovina",Botswana,"Bouvet Island",Brazil,"British Indian Ocean Territory","Brunei Darussalam",Bulgaria,"Burkina Faso",Burundi,Cambodia,Cameroon,Canada,"Cape Verde","Cayman Islands","Central African Republic",Chad,Chile,China,"Christmas Island","Cocos (Keeling) Islands",Colombia,Comoros,Congo,"Cook Islands","Costa Rica","Cote D'Ivoire",Croatia,Cuba,Cyprus,"Czech Republic",Denmark,Djibouti,Dominica,"Dominican Republic","DR Congo",Ecuador,Egypt,"El Salvador","Equatorial Guinea",Eritrea,Estonia,Eswatini,Ethiopia,"Falkland Islands (Malvinas)","Faroe Islands",Fiji,Finland,France,"French Guiana","French Polynesia","French Southern Territories",Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,"Heard Island and Mcdonald Islands","Holy See (Vatican City State)",Honduras,"Hong Kong",Hungary,Iceland,India,Indonesia,"Iran, Islamic Republic of",Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Democratic People's Republic of","Korea, Republic of",Kuwait,Kyrgyzstan,"Lao People's Democratic Republic",Latvia,Lebanon,Lesotho,Liberia,"Libyan Arab Jamahiriya",Liechtenstein,Lithuania,Luxembourg,Macao,"Macedonia, the Former Yugoslav Republic of",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,"Marshall Islands",Martinique,Mauritania,Mauritius,Mayotte,Mexico,"Micronesia, Federated States of","Moldova, Republic of",Monaco,Mongolia,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,"Netherlands Antilles","New Caledonia","New Zealand",Nicaragua,Niger,Nigeria,Niue,"Norfolk Island","Northern Mariana Islands",Norway,"Occupied Palestinian Territories",Oman,Pakistan,Palau,Panama,"Papua New Guinea",Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,"Puerto Rico",Qatar,Reunion,Romania,"Russian Federation",Rwanda,"Saint Helena","Saint Kitts and Nevis","Saint Lucia","Saint Pierre and Miquelon","Saint Vincent and the Grenadines",Samoa,"San Marino","Sao Tome and Principe","Saudi Arabia",Senegal,"Serbia and Montenegro",Seychelles,"Sierra Leone",Singapore,Slovakia,Slovenia,"Solomon Islands",Somalia,"South Africa","South Georgia and the South Sandwich Islands","South Sudan",Spain,"Sri Lanka",Sudan,Suriname,"Svalbard and Jan Mayen",Sweden,Switzerland,"Syrian Arab Republic",Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,"Trinidad and Tobago",Tunisia,Turkey,Turkmenistan,"Turks and Caicos Islands",Tuvalu,Uganda,Ukraine,"United Arab Emirates","United Kingdom","United States","United States Minor Outlying Islands",Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,"Virgin Islands, British","Virgin Islands, U.s.","Wallis and Futuna","Western Sahara",Yemen,Zambia,Zimbabwe
1338,2022,"MCD Global Health","formerly Medical Care Development International (MCDI)",INGO,International,https://www.mcd.org/,"United States","Northern America",1977,,38,Health,Secular,,,,,,,,,,,,,"$27,742,000",A,"$26,881.78","$28,879,356",,,,,1,1,,,,1,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,1,1,,,,,,1,1,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,1,,,1,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,1,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,1,,1,,,,,,,,,,,1,,,1,,,,1,,,,,1,,,,1,,,,,,,,,,,,1,
1334,2023,"Medecins Sans Frontieres International/Doctors without Borders International",MSF,INGO,International,http://www.msf.org,France,Europe,1971,,76,Health,Secular,,1,,,,46395,A,42236,A,4159,A,9%,"$1,990,322,581",A,"$42,899.51","$1,990,322,581","Euro 1851000000",,,,1,,,,,1,,,,,1,,,,,,,1,,1,,,1,,,,,,,1,,,1,1,1,,1,,,,1,1,,,,,1,,,,,1,,,,,,,,,1,,1,,,,,1,1,,,,,1,,,,,,,,,,1,,,,,1,1,,,1,,,1,,,,1,1,1,1,,,1,,,1,,1,1,,,,1,,,1,,1,1,,,,,,1,1,1,,1,,,,,,,1,,,,,,,1,1,,,,,,,,,1,1,,,,,1,,1,,1,1,,1,1,,1,,,,,,1,,,,,,,,,,,1,,,1,,,,,1,1,,1,,,1,,,,,1,,1,1,1,,,,,,,1,,,,1,1,,,,,,1,,1,,,,,,1,,1
1339,2012,"Medical Emergency Relief International",MERLIN,INGO,International,http://www.merlin.org.uk,"United Kingdom",Europe,1993,2013,19,Health,Secular,,,,,,4567,A,4532,A,104,A,2%,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
1352,2023,"Mercy Corps",,INGO,International,http://www.mercycorps.org,"United States","Northern America",1979,,40,,Secular,,,,,,,,,,,,,"$583,995,000",A,"$76,801.03","$583,995,000",,"$249,274,000",A,"$249,274,000",1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,1,1,,1,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,1,,,,,,1,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,1,,1,,,1,,,,,1,,,,,1,,,,1,,,1,,,,,,,,1,,1
1460,2023,"Norwegian Church Aid",NCA,INGO,International,http://www.kirkensnodhjelp.no/en/,Norway,Europe,1947,,33,,Religious,Christian,,,,,712,A,653,A,59,A,8%,"$140,648,676",A,"$197,540.28","$140,648,676","NOK 1381170000","$53,689,002",A,"$53,689,002",1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,
1461,2023,"Norwegian People's Aid/Norsk Folkehjelp",NPA,INGO,International,http://www.npaid.org,Norway,Europe,1939,,41,,Secular,,,,,,3185,A,3000,A,185,A,6%,"$152,936,864",A,"$48,017.85","$152,936,864","NOK 1501840000","$108,745,112",A,"$108,745,112",,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,1,,,,1,,1,,,,1,1,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,1,,,,,,1,,,,,,,,1,,1,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,1,1,,1,,,,,,,,1,,1,1,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,1
1462,2023,"Norwegian Refugee Council",NRC,INGO,International,http://www.nrc.no/,Norway,Europe,1946,,23,,Secular,,1,1,,1,,,,,,,,"$811,307,943",A,"$65,634.49","$811,307,943","NOK 7967044000",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1
1566,2022,"Peace Winds Japan",PWJ,INGO,International,http://peace-winds.org,Japan,"Eastern Asia",1996,,37,,Secular,,,,,,583,A,,,,,,"$19,517,522",A,"$33,477.74","$20,317,694","JPY 2246271652",,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,1,,,,,1,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,1,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,1,1,,,1,1,,,1,,,,,,,1,1,,,1,,,,,,,,,,,,,
1570,2022,"People in Need",PIN,INGO,International,https://www.peopleinneed.net/,"Czech Republic",Europe,1992,,27,,Secular,,,,,,2228,A,2114,A,114,A,5%,"$247,516,998",A,"$111,093.81","$257,664,603","Euro 217814958","$190,237,244",A,"$198,036,516",1,,,,,1,,,,,1,,,,1,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,
1593,2023,"Plan International",,INGO,International,http://plan-international.org,"United Kingdom",Europe,1937,,80,Children/youth,Secular,,1,1,1,1,11594,A,,,,,,"$902,816,129",A,"$77,869.25","$902,816,129","Euro 839619000",,,,,,,,,,,,,,,,1,,,,,1,,,1,,1,,,1,,,,1,,,,1,,1,1,,,,1,1,,1,,,1,,,,,,,,,,1,,,1,,1,1,1,,,,,1,,,1,1,1,,,,,,,1,1,,,,,,,1,1,1,,1,,,1,,,,1,1,,,1,,1,,1,1,,1,,,1,,,1,,1,,1,,,,,,,,,1,,1,,,,,,,1,,1,,,,,1,1,,,1,1,,,,1,1,1,,,,1,,,,,1,1,1,1,1,,1,,,,,1,,1,,,,,,,,,,1,,,1,,,,1,1,,,1,1,1,1,,,1,1,1,,,1,1,1,1,,,,,,,,,1,1,,1,1,,,,,,1,,,,,,1,1
1659,2019,"Project Concern International (merged with Global Communities)",PCI,INGO,International,http://www.pciglobal.org/,"United States","Northern America",1961,2021,35,,Secular,,,,,,,,,,,,,"$46,999,606",A,"$57,456.73","$56,014,942",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
1895,2023,"Rise Against Hunger",,INGO,International,https://www.riseagainsthunger.org,"United States","Northern America",1998,,37,"Food security/agriculture",Secular,,,,,,,,,,,,,"$65,708,699",A,"$93,468.99","$65,708,699",,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,1,,1,,1,,,,1,1,1,1,,,,,1,1,1,,,1,,,,,1,,1,,,,,,1,1,1,,1,,,,1,1,,,,,,,,,,,1,,1,,,,,,,1,,,,1,,,1,,,,1,1,,,,,,1,1,,1,1,,1,,,,,,,1,1,,,,,,,1,,1,,,,,,,,,1,,1,,,,,1,1,,,,,,,,1,,,,,,,1,,1,,1,,,1,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,1,,1,,1,,,,,,1,,1,1,1,1,,,,,,,,,,1,,,,1,,,,,,1,,,,,,1,1
1744,2022,"Salesian Missions",SM,INGO,International,http://www.salesianmissions.org,"United States","Northern America",1947,,130,Children/youth,Religious,Christian,,,,,,,,,,,,"$42,589,142",A,"$41,268.55","$44,335,195",,,,,,1,,,1,1,,,,1,,,1,1,1,,,1,,1,1,,1,,,1,1,,,1,,,1,1,1,1,1,1,1,,1,1,1,1,,,1,,1,,1,1,1,1,,1,,,,1,1,1,1,1,1,1,,1,1,,,1,,1,,,,1,1,1,1,1,,,,,,,1,1,,,1,,,1,,1,,1,1,1,,1,1,1,,1,,,1,,,1,1,,1,,1,1,1,,,1,,1,,1,1,,,1,1,,,,1,,1,,1,,1,,1,1,1,1,,1,1,,,1,1,,1,,,,,1,,1,,1,1,1,1,1,,1,1,,,,1,1,1,,,,,,1,1,,,1,1,,1,,1,1,1,,1,,1,1,1,1,,,1,1,1,,,1,1,1,1,,,,1,1,,,,1,1,,1,1,,1,,,1,1,,,,,1,1,1
3992,2022,"Sasakawa Africa Association",SAA,NNGO,International,https://www.saa-safe.org,Japan,"Eastern Asia",1986,,4,,,,,,,,,,,,,,,"$11,317,692",A,"$10,966.76","$11,781,690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
1140,2023,"Save the Children International",SCI,INGO,International,http://www.savethechildren.org/,"United Kingdom",Europe,1919,,113,Children/youth,Secular,,1,,,,16393,A,15625,A,768,A,5%,,,,,,,,,1,1,,,,,,,,1,,,1,,,,,1,,,1,,,,1,1,1,1,,1,,,,1,1,1,,1,1,,,1,1,1,,,1,,,,1,1,,,,,1,,,1,1,,1,1,,,,1,1,,,1,1,,,,,,1,1,1,,,1,1,,,,1,1,1,,1,,,1,1,,1,1,1,,1,,,1,,1,1,,1,1,,,,,1,,1,,1,,,1,,,,1,1,,,1,,,,1,,,1,,1,,1,,,1,1,,,1,1,,,1,1,1,1,,,,1,1,,1,,1,1,1,1,1,,1,,,,,1,1,1,,,,,,,,,,1,1,,,,,,1,1,1,,1,1,1,1,,,1,1,1,,,1,1,1,1,,1,,1,1,,,,1,1,1,1,1,,1,,1,1,1,,,,,1,1,1
1815,2023,ShelterBox,,INGO,International,http://www.shelterbox.org,"United Kingdom",Europe,2000,,14,Shelter,Secular,,,,,,,,,,,,,"$10,749,215",A,"$155,785.72","$10,749,215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,
1822,2023,"Sign of Hope",,INGO,,https://www.hoffnungszeichen.de/english,Germany,Europe,1983,,23,,,,,,,,,,,,,,,"$20,422,810",A,"$29,050.94","$20,422,810","Euro 18993213",,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,1,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,1,1,
1878,2021,"SOS Sahel International",,INGO,International,https://sossahel.ngo,"United Kingdom",Europe,1976,,11,,,,,,,,,,,,,,,"$12,566,476",A,"$11,700.63","$14,108,346","Euro 10304510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,2023,"Swiss Church Aid HEKS/EPER",HEKS/EPER,INGO,,https://en.heks.ch,Switzerland,Europe,1946,,30,,Religious,Christian,,,,,,,,,,,,"$81,293,478",A,"$122,614.60","$81,293,478","CHF 74790000","$48,173,913",A,"$48,173,913",,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,1,,,,,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,
1941,2023,Tearfund,,INGO,International,http://www.tearfund.org/,"United Kingdom",Europe,1960,,48,,Religious,Christian,,,,,605,A,512,A,93,A,15%,"$71,132,530",A,"$117,574.43","$71,132,530","GBP 59040000","$24,896,386",A,"$24,896,386",1,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,1,1,1,,,,,1,1,,1,,,1,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,1,1,,1,,,,,,1,,1,,,,,,1,,1,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,1,1,,,1,,,,,1,1,1,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,1,1,,,,,,,,,,,1,,,1,1,,,,,,,,,,,1,1,1
5010,2022,"The Hazardous Area Life-Support Organization Trust","The Halo Trust",INGO,International,http://www.halotrust.org,"United Kingdom",Europe,1988,,31,Landmines,Secular,,,,,,10122,A,9901,A,221,A,2%,"$144,729,730",A,"$14,298.53","$150,663,303","GBP 107100000",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,,,,,,1,,1,,,,,1,,,,,,,1,,,,,,,,1,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,1
882,2022,"The Hunger Project",THP,INGO,International,http://thp.org,"United States","Northern America",1977,,22,"Food security/agriculture",Secular,,,,,,384,A,,,,,,"$15,462,814",A,"$40,267.74","$16,096,752",,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,
1992,2023,Tr??caire,,INGO,International,Tr??caire,Ireland,Europe,1973,,17,,Religious,Christian,,,,,386,A,,,,,,"$92,782,796",A,"$240,369.94","$92,782,796","Euro 86288000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
461,2023,"World Renew","formerly Christian Reformed World Relief Committee (CRWRC)",INGO,International,www.worldrenew.net,"United States","Northern America",1962,,36,,Religious,Christian,1,,,,,,,,,,,"$32,438,691",A,"$46,143.23","$32,438,691",,"$6,363,533",A,"$6,363,533",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,1,1,,,,,,,1,1,,1,,,,,,1,,,,1,,,,,,,1,1,,,1,,,,,,,1,,,,,,,1,1,,,,,,,,1,1,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,1,,,,,,1,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,
2124,2023,"World Vision International",WVI,INGO,International,http://www.wvi.org/,"United States","Northern America",1950,,84,,Religious,Christian,1,1,1,1,34152,A,33810,A,342,A,1%,"$3,004,000,000",A,"$87,959.71","$3,004,000,000",,"$1,212,000,000",A,"$1,212,000,000",1,,,,,1,,,,,1,,1,1,1,,,1,,,,,,,,,1,,,1,,,,,1,1,,1,,,,1,1,1,,,1,,,,1,,,,,,,,,1,1,,,1,,,,1,1,,,,1,1,,,,,,1,1,1,,,,,,,1,,,,1,,,1,1,,,1,1,,,1,1,1,,1,1,,1,,,1,,,1,,1,1,,,,,,,,,1,1,,1,,,,1,,,1,,,,1,,,1,1,,,1,1,,,1,1,1,,,,,,1,,1,,,1,,1,1,,,,,,,1,,1,,,,,,,,,,1,,,1,1,,,1,1,1,,1,1,1,1,,,,1,,1,,1,1,1,,,,,,,,,,1,,,1,1,,,,1,,1,,,,,,1,
5023,2022,"Zakat Foundation of America",ZF,INGO,International,http://www.zakat.org/,"United States","Northern America",2001,,48,,Religious,Islamic,,,,,,,,,,,,"$13,659,681",A,"$13,236.12","$14,219,695",,,,,1,1,,,,,,,,,,,,,1,,,1,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,1,,1,,,,,,,,,,,1,,,,,,,1,1,,1,,,,,1,1,,1,,,,,,,,1,,,1,,,,,1,,1,,,1,,,,1,,,,,,,,,,1,1,,,1,,,,,,1,,,,,,1,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,1,,,,,1,1,,,,,1,,1,,1,,,,,,,1,,,,1,,,,1,,,,,,,,,,,1,,
2156,2023,Zuidoost-Azi??,ZOA,INGO,International,http://www.zoa-international.com,Netherlands,Europe,1973,,17,,Religious,Christian,,,,,830,A,795,A,35,A,4%,"$75,937,419",A,"$91,490.87","$75,937,419","Euro 70621800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,
751,2022,"Food and Agriculture Organization of the United Nations",FAO,UN,International,http://www.fao.org/,Italy,Europe,1943,,192,"Food security/agriculture",Secular,,,,,,1549,A,,,,,,"$1,908,244,000",A,"$1,231,919.95","$1,986,477,440",,"$692,854,077",A,"$721,259,437",1,1,1,,1,1,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,,1,1,1,1,1,1,1,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,,,1,1,1,1,1,,1,,1,,,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,,1,1,,1,,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,1,1,1,,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,,,,1,1,1
1156,2023,"International Organization for Migration",IOM,UN,International,http://www.iom.int/,Switzerland,Europe,1951,,180,Refugees,Secular,,,,,,18144,A,14989,A,3155,A,17%,"$3,419,000,000",A,"$188,436.95","$3,419,000,000",,"$1,611,215,983",A,"$1,611,215,983",1,1,1,,1,1,,,1,,1,,1,1,1,,1,1,,1,1,,1,,1,1,1,1,,1,,1,,1,1,1,1,,1,,1,1,1,1,,,1,1,1,,,1,1,,1,1,1,1,,,1,1,1,,1,1,1,1,1,,,1,1,1,1,,,1,1,1,1,1,,1,,,,,,1,1,,,,1,,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,,,1,1,1,1,,1,1,1,1,1,1,1,,,1,,1,1,,,,1,,1,1,1,,1,1,1,1,,1,1,,1,,1,1,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,,1,1,1,,1,1,1,1,1,,1,,1,1,1,,1,1,1,1,1,,,1,1,1,1,1,,,,,1,1,1
