"Please read a description of the CSV at this link: https://www.humanitarianoutcomes.org/sites/default/files/gdho_read_me.xlsx"
Id,Year,Name,"Abbreviated name",Type,"International or national",Website,"HQ location",Sub-region,"Year founded","Year closed","Countries of Operation (count)",Sector,"Religious or secular",Religion,"Red Cross Code of Conduct signatory","CHS member","InterAction member","ICVA member",Staff,"Staff Imputed",Natl,"Natl Imputed",Intl,"Intl Imputed","% Intl","OPE approx (USD)","OPE Imputed",OPE/staff,"OPE (inflation adjusted)","OPE (original currency)","HumExp approx (USD)","HumExp Imputed","HumExp (inflation adjusted)",Afghanistan,Albania,Algeria,"American Samoa",Andorra,Angola,Anguilla,Antarctica,"Antigua and Barbuda",Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bosnia and Herzegovina",Botswana,"Bouvet Island",Brazil,"British Indian Ocean Territory","Brunei Darussalam",Bulgaria,"Burkina Faso",Burundi,Cambodia,Cameroon,Canada,"Cape Verde","Cayman Islands","Central African Republic",Chad,Chile,China,"Christmas Island","Cocos (Keeling) Islands",Colombia,Comoros,Congo,"Cook Islands","Costa Rica","Cote D'Ivoire",Croatia,Cuba,Cyprus,"Czech Republic",Denmark,Djibouti,Dominica,"Dominican Republic","DR Congo",Ecuador,Egypt,"El Salvador","Equatorial Guinea",Eritrea,Estonia,Eswatini,Ethiopia,"Falkland Islands (Malvinas)","Faroe Islands",Fiji,Finland,France,"French Guiana","French Polynesia","French Southern Territories",Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,"Heard Island and Mcdonald Islands","Holy See (Vatican City State)",Honduras,"Hong Kong",Hungary,Iceland,India,Indonesia,"Iran, Islamic Republic of",Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Democratic People's Republic of","Korea, Republic of",Kuwait,Kyrgyzstan,"Lao People's Democratic Republic",Latvia,Lebanon,Lesotho,Liberia,"Libyan Arab Jamahiriya",Liechtenstein,Lithuania,Luxembourg,Macao,"Macedonia, the Former Yugoslav Republic of",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,"Marshall Islands",Martinique,Mauritania,Mauritius,Mayotte,Mexico,"Micronesia, Federated States of","Moldova, Republic of",Monaco,Mongolia,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,"Netherlands Antilles","New Caledonia","New Zealand",Nicaragua,Niger,Nigeria,Niue,"Norfolk Island","Northern Mariana Islands",Norway,"Occupied Palestinian Territories",Oman,Pakistan,Palau,Panama,"Papua New Guinea",Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,"Puerto Rico",Qatar,Reunion,Romania,"Russian Federation",Rwanda,"Saint Helena","Saint Kitts and Nevis","Saint Lucia","Saint Pierre and Miquelon","Saint Vincent and the Grenadines",Samoa,"San Marino","Sao Tome and Principe","Saudi Arabia",Senegal,"Serbia and Montenegro",Seychelles,"Sierra Leone",Singapore,Slovakia,Slovenia,"Solomon Islands",Somalia,"South Africa","South Georgia and the South Sandwich Islands","South Sudan",Spain,"Sri Lanka",Sudan,Suriname,"Svalbard and Jan Mayen",Sweden,Switzerland,"Syrian Arab Republic",Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,"Trinidad and Tobago",Tunisia,Turkey,Turkmenistan,"Turks and Caicos Islands",Tuvalu,Uganda,Ukraine,"United Arab Emirates","United Kingdom","United States","United States Minor Outlying Islands",Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,"Virgin Islands, British","Virgin Islands, U.s.","Wallis and Futuna","Western Sahara",Yemen,Zambia,Zimbabwe
5432,2023,"African Artists for Development",AAD,INGO,,http://www.aad-fund.org/,France,Europe,2009,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,2021,"Canadian Physicians for Aid and Relief",CPAR,INGO,International,http://www.cpar.ca,Canada,"Northern America",1984,,5,Health,Secular,,,,,,,,,,,,,"$1,259,268",A,"$12,468.00","$1,413,777",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
403,2023,"Centrum f??r internationale Migration und Entwicklung/Centre for International Migration and Development",CIM,INGO,International,https://www.cimonline.de/en/html/index.html,Germany,Europe,1980,,69,,Secular,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,1,1,,,,1,,,1,,1,,,,,,1,1,,,1,,,1,,,1,1,,,,,,1,1,,,1,,,,1,,1,,,,,,,1,,1,1,1,,,,,1,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,1,1,1,,,,,1,1,,,1,,,,,,,1,1,1,1,,,,,,,,,1,,1,,1,,1,1,,1,,1,,,,,1,,,,,,,1,,1,,,,,1,1,,,,,,,1,1,1,,,,,,,,,,1,1,,,,,,,,1,,,,1,,,,,,1,,1,1,1,,,,,,,,,,,1,1,,,,,,1,,,1,,,,,1,1,
500,2013,"Comitato Collaborazione Medica",CCM,INGO,International,http://www.ccm-italia.org/ita/,Italy,Europe,1968,2021,6,Health,,,,,,,559,A,492,A,67,A,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
5284,2022,"Community Initiatives Facilitation and Assistance",CIFA,NNGO,,https://cifakenya.co.ke,Ethiopia,"Eastern Africa",1999,,1,,,,,,,,38,A,38,A,,,,"$1,649,679",A,"$43,412.61","$1,717,312",,"$1,072,291",A,"$1,116,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,2018,"Double Harvest, Inc.",,INGO,International,www.doubleharvest.org,"United States","Northern America",2008,2023,8,"Food security/agriculture",Religious,Christian,,,,,,,,,,,,"$1,333,680",A,"$74,093.33","$1,618,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
727,2022,"Equip International",,INGO,International,https://www.equipinternational.org/,"United States","Northern America",1996,,15,,Religious,,,,,,,,,,,,,"$1,543,539",A,"$17,150.43","$1,606,820",,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,
1007,2023,"Horn of Africa Voluntary Youth Committee",HAVOYOCO,INGO,National,https://www.havoyoco.org,Somalia,"Eastern Africa",1992,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3971,2023,"Inter Aide",IA,INGO,International,http://interaide.org/en/welcome/,France,Europe,1980,,7,,,,,,,,,,,,,,,$29,A,,$29,"Euro 27288486",$14,A,$14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,2023,"IntraHealth International",,INGO,International,http://www.intrahealth.org/,"United States","Northern America",1979,,45,Health,Secular,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,1,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,1,,,1,,,,1,1,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,1,1,,,1,,,,,,,,,,,,1,,1,,1,,1,,,,,1,,1,,,,,1,,,,1,,,,,,,,,,,,,1,,1,1,,1,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,1,
1191,2023,Jhpiego,,INGO,International,http://www.jhpiego.org/,"United States","Northern America",1974,,36,Health,Secular,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,1,1,,,1,,,,,,,,,,,,,,1,1,1,,1,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,1
1317,2022,MapAction,,INGO,International,http://www.mapaction.org/,"United Kingdom",Europe,2002,,60,Logistics/Communications,Secular,,,,,,,,,,,,,$1,A,,$1,"GBP 1569862",,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,1,,,,1,1,,1,,,,1,1,,,1,,,,,,1,,1,1,,,1,,1,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,1,1,,1,,,,1,1,,,1,,,,,,,,,1,1,1,,,,,,1,1,,,1,,,,1,,,1,,,,,,,1,1,1,,,,,,,1,1,1,,,,1,,,1,,,,1,,1,,,,,,,,,,,,1,,,,,,,1,1,,1,,,,,1,,,1,,1,1,1,,,,1,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,1,1
1409,2023,"Muslim Hands International",MHI,INGO,International,http://www.muslimhands.org,"United Kingdom",Europe,1993,,29,,Religious,Islamic,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,1,1,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,1,,,1,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
3907,2022,"Professional Alliance for Development",PADet,NNGO,National,http://padet.org,Ethiopia,"Eastern Africa",1998,,1,,,,,,,,130,A,130,A,,,,"$1,200,000",A,"$9,230.77","$1,249,197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,2012,"Project Mercy",,INGO,International,https://www.projectmercy.org,"United States","Northern America",1977,,2,Education,Religious,Christian,,,,,,,,,,,,"$1,689,289",A,"$18,164.40","$2,241,898",,"$1,255,686",A,"$1,666,453",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1826,2023,"Sudan Interior Mission",SIM,INGO,International,http://www.sim.org/,Ukraine,Europe,1893,,55,,Religious,Christian,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,1,,1,,,1,,1,,1,,,,1,,,,1,,,1,,1,1,,,,,,,,1,,,,,,,,,,1,,,,1,,,1,,,,,1,,,,,,,,1,,,,,,,1,1,,,,,,,,,,1,,,,,,1,,1,,,1,,,1,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,1,,,1,,1,,1,,,,1,,1,1,,,,,,,1,,,,1,1,1,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,1,,1,,,1,,,,1,,,,1,1,,1,,,,,,,,,,,,1,1,,1,,,,,,,,,,1,1
5283,2020,"Action for Integrated Sustainable Development Association",AISDA,NNGO,,https://aisda.weebly.com,Ethiopia,"Eastern Africa",2006,,1,,,,,,,,38,A,38,A,,,,"$949,849",A,"$24,996.03","$1,118,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4331,2020,"Africa Humanitarian Aid and Development Agency",AHADA,NNGO,National,https://ahada.org,Ethiopia,"Eastern Africa",2001,,1,,Secular,,,,,,300,A,300,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2023,"African Network for the Prevention and Protection against Child Abuse and Neglect",ANPPCAN,INGO,International,http://www.anppcan.org,Kenya,"Eastern Africa",1986,,26,Children/youth,Secular,,,,,,,,,,,,,"$217,829",A,"$14,521.93","$217,829",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,1,1,,,,,1,,,,,,,,1,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,1,1
7861,2023,"Afro Ethiopia Integrated Development",AEID,NNGO,,https://www.aeid.org.et/,Ethiopia,"Western Africa",2003,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7865,2023,"Agro-Pastoral Initiative for Development",AID,NNGO,,https://aid-agro-pastoral.org/,Ethiopia,"Eastern Africa",2020,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7902,2023,"Alliance for Integrated Development and Relief Organization",AIDRO,NNGO,,https://aidro-et.org/,Ethiopia,"Eastern Africa",2019,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7903,2023,"Alliance of Civil Society Organizations of Tigray",ACSOT,NNGO,,https://acsot.org/website/,Ethiopia,"Eastern Africa",2007,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8001,2023,"Charity and Development Association",CDA,NNGO,,https://cdaethi.org/,Ethiopia,"Eastern Africa",1992,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,2022,"Child Health Foundation",CHF,NNGO,International,http://www.childhealthfoundation.org,"United States","Northern America",1985,,26,Children/youth,Secular,,,,,,,,,,,,,"$83,509",A,"$10,438.62","$86,933",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,1,,1,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1
8049,2023,"Development Expertise Center",DEC,NNGO,,https://decethiopia.org/,Ethiopia,"Eastern Africa",2007,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8069,2023,"Elshadai Relief and Development Association",ERDA,NNGO,,https://elshadaierda.org/,Ethiopia,"Eastern Africa",1990,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2994,2023,"Family and Children Integrated Development Foundation",FCDIF,NNGO,National,http://fcidf.com,Ethiopia,"Eastern Africa",2019,,1,,,,,,,,7,A,7,A,,,,"$200,000",A,"$28,571.43","$200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,2008,"International Medical Health Organization",IMHO,INGO,International,http://www.theimho.org,"United States","Northern America",2004,,4,Health,Secular,,,,,,,,,,,,,"$499,077",A,"$8,049.63","$706,301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3468,2023,"Mekdim Ethiopia National Association of PLWHA and AIDS Orphans",,NNGO,National,http://mekdimethiopia.org/,Ethiopia,"Eastern Africa",1996,,1,Health,Secular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5300,2019,"Pastoralist Concern Association",,NNGO,,https://pastoralistconcern.org,Ethiopia,"Eastern Africa",1995,,1,,,,,,,,58,A,58,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336,2020,"Pastoralist Welfare Organization",PWO,NNGO,National,https://pwo-ethiopia.org,Ethiopia,"Eastern Africa",2003,,1,,,,,,,,25,A,25,A,,,,"$25,235",A,"$1,009.40","$29,709",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3726,2023,"Save Generation Development Association",SGDA,NNGO,National,https://www.savegeneration.org,Ethiopia,"Eastern Africa",1999,,1,,,,,,,,15,A,15,A,,,,"$400,000",A,"$26,666.67","$400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2023,"Act for Peace-National Council of Churches Australia",NCCA,INGO,International,http://www.actforpeace.org.au,Australia,Oceania,1948,,20,,Religious,Christian,1,,,,,,,,,,,"$5,327,701",A,"$1,244.50","$5,327,701","AUS 7831720","$840,348",A,"$840,348",1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,1,,,1,,,,,1,,,,,,,1,,,,,,,,,1
